officer_id,avg_coaccusals,avg_years_on_force_at_incident,avg_age_at_incident,gender,avg_complaint_percentile,avg_disciplined_count,cohort_id
211,2.8333333333333333,5,40,1,72.9319,0,2
213,1.5555555555555556,6,42,0,53.0778,0,3
214,5,12.5,43.5,1,26.3155,0.5,3
215,2,22,58,1,24.9206,1,3
216,2.6,6.45,43.45,1,79.2289,0,2
218,2,15.615384615384615,40.61538461538461,1,57.7818,0.30769230769230769231,2
220,9,27.666666666666668,49.666666666666664,1,69.9834,0.11111111111111111111,3
222,2.8,4.2,29.2,1,57.2886,0,2
223,1.5555555555555556,6,37,0,58.1907,0.22222222222222222222,3
225,1.9565217391304348,17.91304347826087,44.91304347826087,1,81.5603,0.13043478260869565217,2
229,2,5.117647058823529,32.11764705882353,1,76.8675,0.05882352941176470588,2
230,5.6666666666666667,3.6666666666666665,31.666666666666668,1,47.2584,0.16666666666666666667,2
232,4,23.555555555555557,44.55555555555556,1,42.1513,0,2
233,3.25,4.833333333333333,28.833333333333332,1,69.5808,0,2
235,27.5714285714285714,13.428571428571429,40.42857142857143,1,40.9664,0,2
237,1.5263157894736842,6.684210526315789,39.68421052631579,0,87.0182,0.05263157894736842105,2
238,4.2,9.333333333333334,43.333333333333336,1,61.1517,0,1
239,3.1428571428571429,26.428571428571427,50.42857142857143,1,49.8055,0,2
240,3.5,1.5,27.5,1,,0.5,3
241,1.7931034482758621,6.896551724137931,35.89655172413793,1,88.9381,0.20689655172413793103,2
242,3.2,3.933333333333333,29.933333333333334,1,93.6533,0.06666666666666666667,2
243,2.5833333333333333,11.5,40.5,1,76.4014,0.08333333333333333333,2
244,2.1111111111111111,5.222222222222222,36.22222222222222,0,79.164,0,3
245,1.6296296296296296,2.8518518518518516,33.851851851851855,1,97.3278,0.14814814814814814815,2
246,1.3333333333333333,9,33,0,49.8109,0,3
247,2,3.75,30.75,0,50.9839,0,3
248,2.1428571428571429,20.142857142857142,53.142857142857146,1,47.4745,0,3
249,1.4166666666666667,7.416666666666667,33.416666666666664,1,74.8504,0.33333333333333333333,2
250,1.3636363636363636,9.636363636363637,32.63636363636363,1,59.7493,0.18181818181818181818,3
251,2.5,0.5,27.5,0,43.9188,0,3
252,3.8888888888888889,7.888888888888889,33.888888888888886,1,75.3926,0.11111111111111111111,2
254,3.6,3.2,31.2,1,83.795,0,2
255,4.2,3.6,30.6,1,72.8174,0,2
256,2.125,6.333333333333333,30.333333333333332,1,84.3109,0.16666666666666666667,2
257,3.6875,4.75,39.75,1,70.2801,0,2
258,11.1176470588235294,6.823529411764706,37.8235294117647,1,68.6485,0.11764705882352941176,2
259,3.2727272727272727,13.636363636363637,37.63636363636363,1,49.9043,0.09090909090909090909,2
260,5.0714285714285714,4.928571428571429,32.92857142857143,1,80.5128,0,2
261,1,3,27,1,92.7357,0.5,3
262,2.7826086956521739,8.217391304347826,35.21739130434783,1,94.0201,0.04347826086956521739,2
263,2.8181818181818182,6.409090909090909,38.40909090909091,0,90.0462,0.18181818181818181818,2
265,2,2,33,1,21.5544,0,3
266,2,2,29,1,0,0,3
267,2,-1.5,20.5,1,35.6839,0.5,3
268,3.3333333333333333,10,38,1,22.3704,0,2
270,2.2424242424242424,9.090909090909092,43.09090909090909,1,90.3748,0.06060606060606060606,2
271,3.6111111111111111,20.555555555555557,45.55555555555556,1,87.3782,0,2
273,3.5,2,35,0,64.6135,0,3
274,2.1428571428571429,7.142857142857143,54.142857142857146,1,49.266,0.28571428571428571429,3
275,2,4.153846153846154,61.15384615384615,1,91.8608,0,2
277,2,24,44,1,21.661,0,3
278,2,21,46,1,32.2375,0,3
280,2.5,3.25,35.25,0,49.7268,0,2
283,2.7272727272727273,5.2727272727272725,38.27272727272727,1,77.1923,0,1
284,3.6,2.2,32.2,1,44.7572,0.2,2
286,3.1666666666666667,9.333333333333334,58.333333333333336,1,46.9506,0,3
287,1.8823529411764706,8.235294117647058,35.23529411764706,1,78.6405,0.05882352941176470588,2
288,1.5,5.2,31.2,1,79.4047,0.1,3
289,1.5714285714285714,5.857142857142857,45.857142857142854,0,63.4634,0,3
291,2.4444444444444444,5.333333333333333,33.333333333333336,1,73.719,0.22222222222222222222,2
292,3,6.142857142857143,28.142857142857142,1,52.9823,0,3
293,2.6666666666666667,11.666666666666666,44.666666666666664,0,21.2525,0,3
294,2.8666666666666667,9.733333333333333,41.733333333333334,1,93.4978,0.2,2
295,3.6666666666666667,6.666666666666667,31.666666666666668,1,70.6698,0,2
297,2.4,3.2,28.2,1,34.1638,0,3
298,2,29,49,1,15.4906,0,3
300,1.6470588235294118,12.117647058823529,41.11764705882353,0,68.2435,0.05882352941176470588,3
302,2.5,9.833333333333334,47.833333333333336,1,40.0329,0,3
303,2,1,38,1,41.0263,0,3
304,1.5,2,29,1,0,0,3
305,1,2,33,1,0,0,3
306,2.2857142857142857,6.5,34.5,1,67.3646,0,2
309,2,5.1,34.1,1,71.6824,0.3,2
310,1.5,8.75,39.75,0,39.2954,0,3
311,2.25,18.75,47.75,1,28.7972,0,3
312,2.2,9.266666666666667,33.266666666666666,0,64.9765,0,2
315,3.8333333333333333,5,47,1,38.7987,0,2
318,2,31,51,1,25.0371,0,3
319,3.9090909090909091,4.363636363636363,28.363636363636363,1,50.8846,0,2
320,2,7,30,0,16.1133,0,3
321,6.3333333333333333,27,51,1,41.4672,0.33333333333333333333,3
322,1,36,60,1,39.7611,0,3
323,3.75,19.916666666666668,41.916666666666664,1,52.0301,0.08333333333333333333,3
325,1.7142857142857143,13.428571428571429,44.42857142857143,0,45.8255,0,3
326,7,4.8,27.8,1,58.0834,0.2,2
327,2.4,9.4,34.4,1,30.5644,0.2,2
328,2,18,53,1,0,1,3
329,1.8,3.2,44.2,0,34.1932,0,2
330,3,8,47,0,24.8676,0,3
331,1,3.75,47.75,0,54.517,0.5,3
332,1.8333333333333333,7.333333333333333,54.333333333333336,1,69.9637,0.33333333333333333333,2
335,2,4,26,1,44.8062,1,3
336,2.2857142857142857,9.142857142857142,48.142857142857146,1,43.3075,0.14285714285714285714,3
337,2.5,9.125,38.125,0,49.1498,0,3
338,2.3,4.5,36.5,1,56.1729,0.1,2
339,3.25,8.5,34.5,1,70.6698,0,2
340,2.8,5.2,32.2,1,80.0925,0,2
341,6,9.181818181818182,36.18181818181818,1,51.6106,0.09090909090909090909,2
343,1.25,20.75,45.75,1,37.1707,0.5,3
344,4.3333333333333333,8.666666666666666,38.666666666666664,1,26.0938,0.33333333333333333333,3
345,1.8333333333333333,6.333333333333333,31.333333333333332,0,46.3146,0,2
346,11.2941176470588235,9.529411764705882,49.529411764705884,1,70.365,0.52941176470588235294,2
347,4,1,28,1,,0,3
348,3.3333333333333333,2.3333333333333335,31.333333333333332,1,,0,2
350,2,4,30,1,49.2877,0.5,3
351,1.5555555555555556,10.11111111111111,51.111111111111114,1,76.4854,0.16666666666666666667,3
352,3.5,6.3,31.3,1,95.6555,0.05,2
353,4.2857142857142857,7.5,30.5,1,85.7361,0,2
354,1.1666666666666667,8.333333333333334,36.333333333333336,1,35.7457,0.16666666666666666667,3
357,2.5,7.5,31.5,1,42.2452,0,2
359,2,11,38,1,18.6274,0,3
360,1.5,21.833333333333332,47.833333333333336,1,52.6007,0,3
361,2.1428571428571429,9.476190476190476,40.476190476190474,1,78.1014,0.19047619047619047619,2
362,1.3333333333333333,24.666666666666668,50.666666666666664,1,47.0539,0.22222222222222222222,3
364,1.5357142857142857,6.214285714285714,38.214285714285715,1,93.9686,0.10714285714285714286,2
366,4.5714285714285714,7.571428571428571,31.571428571428573,1,76.0307,0,2
367,3.6666666666666667,7.666666666666667,31.666666666666668,1,24.9016,0,3
368,26.375,10.25,40.25,0,42.4426,0.25,3
370,1,46,70,1,,0,3
372,2.7777777777777778,7.777777777777778,33.77777777777778,0,66.4323,0.05555555555555555556,1
373,18.7692307692307692,22.23076923076923,44.23076923076923,1,88.2249,0,2
374,2.7777777777777778,3.5555555555555554,37.55555555555556,1,49.5625,0,2
375,11.5,17,40,1,26.423,0,3
376,1.7037037037037037,9.037037037037036,33.03703703703704,0,82.0259,0.2962962962962962963,2
377,3,3.5,34.5,1,44.6754,0,3
379,4.1111111111111111,5.555555555555555,35.55555555555556,1,68.7784,0.05555555555555555556,2
380,2.2,27.3,49.3,1,63.6262,0.1,3
381,192,5,34,0,20.2231,1,3
382,1,1,27,1,,1,3
385,1.4473684210526316,14.921052631578947,41.921052631578945,1,91.2842,0.10526315789473684211,3
386,1.2857142857142857,4.285714285714286,31.285714285714285,0,50.3196,0.14285714285714285714,2
387,3.1851851851851852,7.296296296296297,31.296296296296298,1,84.4561,0.07407407407407407407,2
388,2.25,6.75,39.75,1,65.5955,0,2
389,1.6382978723404255,15.191489361702128,39.191489361702125,1,94.256,0.02127659574468085106,2
391,1,3,38,1,,1,3
392,1,5.714285714285714,46.714285714285715,0,44.9008,0.42857142857142857143,3
393,3.6428571428571429,7.214285714285714,35.214285714285715,1,73.9827,0,2
394,6.375,16.875,42.875,1,36.7009,0,2
395,6.0588235294117647,8.470588235294118,35.470588235294116,1,72.374,0,2
396,1.1428571428571429,11.857142857142858,40.857142857142854,1,63.6364,0.57142857142857142857,3
397,2.8,4.1,26.1,1,91.2099,0.1,2
398,1.2,7.6,36.6,1,44.2474,0.2,3
399,1,1,29,0,70.368,0,3
400,2.4347826086956522,9.73913043478261,33.73913043478261,1,79.9129,0.04347826086956521739,2
402,1,22.5,51.5,1,26.423,0.5,3
403,2.36,8.2,41.2,1,95.3192,0,1
404,12,10,43,1,54.235,1,3
405,1.75,8.916666666666666,38.916666666666664,0,55.6761,0.08333333333333333333,3
406,2,6.5,43.5,0,75.3468,0.33333333333333333333,3
407,3.4285714285714286,5.5,32.5,1,61.5213,0.07142857142857142857,2
408,9,33,55,1,31.6782,0,3
409,3.6153846153846154,9.461538461538462,39.46153846153846,1,58.9773,0,2
412,1.3333333333333333,0,30,1,,0.33333333333333333333,3
413,1.6666666666666667,19,43,1,28.55,0,3
416,1,26,47,1,26.227,1,3
417,4.2916666666666667,20.75,44.75,1,78.8608,0,2
418,2,31,55,1,92.0859,0,3
419,1.5,2.5,35.5,1,60.1085,0,3
420,2.7419354838709677,9.258064516129032,40.25806451612903,1,91.096,0.03225806451612903226,2
421,1.6666666666666667,26,49,1,41.8857,0.33333333333333333333,3
422,2.3076923076923077,2.8461538461538463,25.846153846153847,1,99.7655,0.07692307692307692308,2
424,4.2352941176470588,7.647058823529412,32.64705882352941,1,66.9252,0,2
425,3.1951219512195122,9.634146341463415,38.63414634146341,1,91.6783,0,1
426,2.5555555555555556,4.666666666666667,44.666666666666664,0,55.6188,0.22222222222222222222,3
428,5,6.571428571428571,37.57142857142857,1,51.0871,0,2
429,3.15,5.85,39.85,1,81.0745,0.1,2
430,4.5,3,36,1,83.795,0,3
431,3,1,32,1,23.9272,0,3
432,4,3,30,1,31.6037,0,3
435,4.4615384615384615,6.230769230769231,33.23076923076923,1,78.8697,0,2
436,3.2,6.3,39.3,1,47.545,0.1,3
437,2.7142857142857143,18.571428571428573,44.57142857142857,1,67.5203,0,2
438,3.75,5.666666666666667,32.666666666666664,1,64.262,0,2
440,2.3333333333333333,10.555555555555555,37.55555555555556,1,45.539,0,2
441,22.4375,19.25,45.25,1,71.3411,0.0625,2
442,7.7142857142857143,7,32,1,67.4984,0,2
444,2,15,43,1,24.0935,0,3
445,1.5,24.5,48.5,1,37.3202,0.5,3
446,2,14.714285714285714,44.714285714285715,1,82.787,0.28571428571428571429,3
447,1,29,52,1,17.9189,1,3
448,7.3571428571428571,6,30,1,96.7368,0,2
449,1.5,1,33,1,71.8658,0,3
450,1.75,5.25,30.25,0,71.5678,0,1
451,4.9375,6.3125,29.3125,1,92.4802,0,1
454,1,32.833333333333336,53.833333333333336,1,67.1869,0.16666666666666666667,3
457,2.5,22,52,1,31.569,0.25,3
459,1.5,25.25,49.25,1,71.5248,0,3
460,3,11.5,36.5,0,18.0658,0,3
461,3.8666666666666667,7.6,46.6,1,66.4438,0.06666666666666666667,2
463,2.4444444444444444,22.22222222222222,49.22222222222222,1,54.6358,0,2
464,2.5714285714285714,4.5,29.5,1,52.3977,0.14285714285714285714,2
465,3.2758620689655172,5.724137931034483,29.724137931034484,1,93.9246,0,2
466,2.3333333333333333,20,45,1,22.3704,0,3
469,6.1428571428571429,5.142857142857143,28.142857142857142,1,71.3576,0,2
470,2,5.333333333333333,39.333333333333336,0,38.2867,0,3
471,2.6666666666666667,8.333333333333334,32.333333333333336,1,,0.33333333333333333333,3
472,2,7,32,1,21.1494,0,3
473,1.6818181818181818,23.863636363636363,49.86363636363637,1,86.043,0.09090909090909090909,2
474,3.2857142857142857,4.571428571428571,28.571428571428573,1,67.3379,0.14285714285714285714,3
475,2.6,4.8,30.8,1,62.3476,0,2
476,2.375,7.75,31.75,1,59.2832,0,2
477,3.75,4,36,1,28.9481,0,2
478,8.5,13.583333333333334,38.583333333333336,1,95.388,0.04166666666666666667,2
480,3,0,29,1,,0,3
483,6,2,35,1,,0,3
484,2.8,4.2,37.2,1,69.1452,0,3
485,2.3333333333333333,6,43,1,31.8406,0.33333333333333333333,3
486,1.6666666666666667,8,41,1,30.4994,0,3
487,3.5333333333333333,4.466666666666667,39.46666666666667,1,92.2128,0.06666666666666666667,2
488,2.6666666666666667,6.733333333333333,32.733333333333334,1,75.8779,0,2
489,2.5333333333333333,5.666666666666667,35.666666666666664,1,75.9123,0.13333333333333333333,2
490,2,8.5,34.5,1,63.3602,0,2
491,2,2,33,1,27.3394,0,3
492,1,1,27,1,47.4686,0,3
494,2,1,36,1,37.2473,0,3
495,5,3.5,29.5,1,61.2739,0,2
497,3.5,4.75,34.75,1,52.3977,0,2
498,2.7096774193548387,11.741935483870968,38.74193548387097,1,84.1962,0,2
499,1,2,36,1,60.1085,0,3
500,2.5,9,32,0,18.0658,0,3
501,2,15.571428571428571,43.57142857142857,1,39.1308,0,2
502,4.1428571428571429,11.714285714285714,37.714285714285715,0,36.1084,0,2
505,3.7142857142857143,8.714285714285714,35.714285714285715,1,57.1594,0.07142857142857142857,2
506,1,27,52,1,24.8411,0,3
507,2.5,1.5,30.5,1,0,0,3
508,3.2,25.8,48.8,1,47.6222,0.4,2
509,1,28,54,1,44.8198,0,3
510,3.25,16.5,43.5,1,24.4889,0.25,2
513,2,19.666666666666668,41.666666666666664,1,22.4703,0,2
514,1,0,31,1,,1,3
515,2.75,4.625,28.625,1,50.8273,0,1
516,3.7647058823529412,10.882352941176471,33.88235294117647,1,63.8952,0,2
518,4,7.257142857142857,31.257142857142856,1,89.71,0.02857142857142857143,2
519,3.0740740740740741,7.37037037037037,30.37037037037037,1,82.6182,0,1
520,3.7291666666666667,4.104166666666667,29.104166666666668,1,98.6588,0,1
521,2.3333333333333333,4.333333333333333,30.333333333333332,1,73.5853,0,2
525,2,2.5,26.5,1,58.1043,0,3
526,8,7.5,36.5,0,25.915,0,3
529,2.6785714285714286,21.75,48.75,0,88.4696,0.10714285714285714286,2
530,3.8333333333333333,3.5,26.5,1,61.2357,0,2
531,2,5.375,29.375,1,53.2383,0.125,2
532,2.6,10.2,46.2,1,30.3886,0.2,3
533,6.3333333333333333,5.944444444444445,28.944444444444443,1,88.8426,0.05555555555555555556,2
535,3.3333333333333333,1.6666666666666667,41.666666666666664,0,27.9661,0,3
536,2.5,3,39,1,20.4091,0,3
537,1.6666666666666667,9,34,0,24.1756,0,3
539,11.5,28,52,1,18.5168,0,3
540,1.5,2.5,39.5,0,29.9621,0,3
541,1.5454545454545455,6.363636363636363,57.36363636363637,1,75.6818,0.09090909090909090909,3
542,3.5333333333333333,7,33,1,80.3256,0,2
543,3.2,20,43,1,51.1584,0,3
545,1.1333333333333333,19.733333333333334,52.733333333333334,1,72.2305,0.13333333333333333333,2
546,2.75,1.75,33.75,1,87.5014,0,2
549,2.8333333333333333,27.833333333333332,50.833333333333336,1,72.7983,0.16666666666666666667,3
550,1.6666666666666667,23.333333333333332,47.333333333333336,1,33.9277,0,3
553,2,3,37,1,43.9188,0,3
554,1,2,33,1,41.844,0,3
556,3.4285714285714286,24.142857142857142,48.142857142857146,1,56.3991,0,3
558,2,2,38,1,37.2473,0,3
560,7.1818181818181818,5,32,1,79.7868,0.09090909090909090909,2
561,1,23,48,1,18.5563,0,3
563,2.625,3.875,35.875,1,46.4063,0,2
565,1.5,15,49,1,,1,3
567,3.3333333333333333,8.333333333333334,32.333333333333336,1,33.9498,0,3
568,3.5,11,36,0,18.1269,0,3
569,4.4782608695652174,7.304347826086956,38.30434782608695,1,77.7043,0,2
571,4,43,71,1,,0,3
572,4.45,9.6,36.6,1,73.9559,0.05,2
573,1,28.5,49.5,1,35.8009,0.5,3
574,2.5,26,49,1,25.9483,0,2
575,4.4,11.3,35.3,1,45.6268,0.1,2
576,2.6764705882352941,6.911764705882353,32.911764705882355,1,91.7581,0.02941176470588235294,1
577,1.5,24,55,1,46.2274,0,3
579,2.2698412698412698,12.079365079365079,36.07936507936508,1,97.054,0.11111111111111111111,1
580,3,23,51,0,24.8148,0.5,3
581,3.5454545454545455,9.181818181818182,38.18181818181818,0,50.6247,0,2
582,2,26,53,1,23.0691,0,3
583,3.2222222222222222,3.4444444444444446,30.444444444444443,1,82.248,0,2
584,1,32,57,1,23.1654,0,3
585,1,14,46,1,0,0,3
586,5,13.666666666666666,41.666666666666664,1,26.0263,0,2
587,1,30,56,1,36.9151,0,3
