race,rank,allegation_count,civilian_compliment_count,current_badge,current_salary,honorable_mention_count,unsustained_count
Hispanic,Police Officer,8,4,12508,87006,24,0
Hispanic,Police Officer,3,4,18210,90024,20,1
White,Police Officer as Detective,26,6,20432,103932,139,15
Black,Sergeant of Police,16,3,2379,110370,3,15
White,Police Officer,2,0,7586,84054,16,1
White,Police Officer,4,7,16615,87006,74,0
White,Sergeant of Police,6,1,1444,101442,43,1
Hispanic,Police Officer,13,2,19382,90024,25,7
Black,Police Officer,2,2,15330,84054,11,1
Black,Police Officer,0,0,9027,68616,2,0
Black,Police Officer,16,3,5288,90024,66,3
White,Sergeant of Police,6,7,1032,104628,46,1
Black,Police Officer,11,5,10199,96060,3,7
White,Police Officer,4,1,11805,84054,26,1
Black,Police Officer,14,3,11193,71682,3,8
White,Police Officer,40,2,11976,93354,9,25
White,Police Officer,9,2,3083,95106,6,4
Asian/Pacific,Police Officer,2,0,19575,76266,0,0
Black,Police Officer,10,5,15246,90024,10,2
White,Police Officer,6,0,8291,96060,0,5
Hispanic,Lieutenant of Police,22,6,243,117894,46,9
Black,Police Officer,10,2,15712,87006,28,0
Black,Police Officer,36,3,5430,93354,7,28
White,Police Officer,1,2,11768,68382,10,0
White,Police Officer,30,2,8754,93354,23,18
White,Police Officer as Detective,13,3,20385,93192,2,4
Black,Police Officer,2,0,17238,48078,1,0
White,Police Officer,7,2,14488,84054,70,1
Hispanic,Police Officer,8,3,19445,90024,38,0
Unknown,Police Officer,0,0,16451,48078,0,0
Hispanic,Police Officer,7,1,14179,90024,66,1
Hispanic,Police Officer,8,12,5005,87006,78,2
White,Police Officer,17,1,5468,78006,0,7
White,Police Officer,4,7,6418,90024,59,2
Black,Police Officer,1,0,17789,80016,9,0
Black,Police Officer / Field Training Officer,13,2,8257,98052,15,8
White,Police Officer,7,5,11085,77238,13,2
White,Police Officer,4,5,6906,87006,22,0
White,Lieutenant of Police,10,2,453,125190,11,3
Hispanic,Police Officer,10,3,3526,90024,5,2
White,Police Officer,69,1,15110,90024,85,20
Hispanic,Sergeant of Police,6,3,2231,107988,8,3
Black,Police Officer,13,3,11062,93354,15,6
Black,Police Officer,8,2,13791,75372,24,2
White,Police Officer,0,0,14552,48078,1,0
White,Police Officer,18,6,8339,90024,64,11
White,Police Officer as Detective,6,4,21276,97440,44,0
Hispanic,Police Officer,9,3,8766,90024,50,4
White,Police Officer,3,1,18494,84054,38,1
White,Police Officer as Detective,7,0,5578,72516,10,2
White,Police Officer,1,0,14663,76266,6,0
White,Police Officer,2,4,12159,87006,16,0
Black,Police Officer,18,1,12200,87006,28,7
White,Police Officer,18,1,8313,93354,36,7
White,Lieutenant of Police,3,3,315,125190,5,1
White,"",0,0,7531,48078,0,0
White,Lieutenant of Police,14,5,310,121464,11,8
Black,Police Officer,11,1,15066,89718,3,6
White,Police Officer,27,5,10859,90024,50,7
White,Police Officer,8,1,17565,87006,13,3
Black,Police Officer,12,0,12325,90024,16,6
White,Police Officer,4,2,17218,87006,73,1
Black,Police Officer,3,2,11171,84054,18,0
White,Sergeant of Police,28,1,1220,104628,52,9
White,Police Officer,21,0,10897,68262,11,11
White,Police Officer,1,5,15662,84054,16,0
White,Police Officer,5,6,11510,87006,122,2
Black,Police Officer Assigned Evidence Technician,9,4,12643,100980,46,5
White,Police Officer,0,0,7303,48078,1,0
White,Sergeant of Police,10,2,1343,111474,13,3
Hispanic,Police Officer,49,1,7700,96060,43,24
White,Police Officer,22,3,15752,87006,68,5
White,Police Officer,0,0,10034,68616,5,0
Hispanic,Police Officer,13,8,8965,83604,6,11
Black,Sergeant of Police,11,1,868,107988,9,3
Hispanic,Police Officer,5,2,18603,87006,44,1
White,Police Officer,11,1,2830,93354,4,5
White,Police Officer,11,7,9970,90024,9,5
White,Sergeant of Police,9,6,1755,93276,5,6
White,Police Officer,5,0,17666,80016,23,1
White,Sergeant of Police,9,5,1990,111474,13,4
White,Police Officer,7,9,10745,96060,7,4
White,Sergeant of Police,6,2,1037,104628,3,3
Hispanic,Police Officer,3,3,19006,92430,3,0
White,Police Officer,11,1,7734,87006,45,3
White,Police Officer,34,4,19258,90024,41,14
White,Police Officer,0,0,2716,72510,6,0
Hispanic,Police Officer,8,7,7611,87006,22,2
White,Police Officer,0,0,15725,72510,1,0
White,Police Officer,5,3,6034,87006,37,1
White,Lieutenant of Police,21,3,292,117894,42,9
White,Police Officer,18,0,14442,70656,10,12
White,Sergeant of Police,13,4,1258,107988,20,5
Hispanic,Police Officer,11,4,11511,95106,7,7
Hispanic,Police Officer,11,5,19127,93354,66,4
White,Sergeant of Police,14,8,2215,107988,53,7
Black,Police Officer,3,1,5273,84054,13,1
Black,Police Officer,22,2,9121,62742,3,12
White,Police Officer,0,0,14904,76266,2,0
Hispanic,Police Officer,11,1,11284,84054,44,5
White,Police Officer,24,9,12900,93354,34,14
White,Police Officer as Detective,7,4,21097,102900,2,4
White,Police Officer,3,4,4659,96060,18,1
White,Police Officer as Detective,15,6,21000,100980,5,9
Black,Police Officer,16,6,14476,89130,32,8
Hispanic,Police Officer as Detective,1,1,20092,94122,9,0
White,Sergeant of Police,29,1,1449,107988,12,10
White,Police Officer,6,11,8355,96060,5,2
White,Police Officer,7,4,3357,96060,9,2
Hispanic,"",1,0,13917,48078,0,0
White,Police Officer,13,4,9003,87006,54,4
White,Police Officer,10,5,15046,87006,74,2
Black,Police Officer as Detective,12,1,20372,100980,1,8
Hispanic,Police Officer,2,2,14700,84054,26,1
White,Sergeant of Police,10,3,1207,99960,5,5
Black,Police Officer,6,5,11930,90024,3,3
White,Police Officer,4,12,3296,90024,46,0
White,Detective,18,1,20203,99978,21,13
Black,Police Officer,12,5,11641,78012,14,5
Hispanic,Police Officer,6,2,7192,90024,11,0
Black,Sergeant of Police,27,1,2269,111474,50,17
White,Sergeant of Police,2,3,1338,106068,1,0
Hispanic,Police Officer,0,0,15065,68616,4,0
White,Police Officer,79,10,8684,96060,13,55
White,Police Officer,2,0,7519,84054,7,0
Hispanic,Police Officer,0,0,16940,76266,2,0
Hispanic,Sergeant of Police,15,3,1333,104628,34,2
White,Lieutenant of Police,9,1,181,125190,4,6
Hispanic,Police Officer,0,0,11077,68616,3,0
Black,Police Officer as Detective,33,3,21140,99888,3,19
White,Police Officer,31,2,8649,80724,13,19
Hispanic,Police Officer,13,1,19029,92430,7,4
Black,Police Officer,10,7,18432,83706,10,2
Black,Police Officer,7,1,14609,93354,5,6
White,Police Officer,15,6,11516,86130,42,5
Hispanic,Police Officer,30,4,6735,86130,15,18
Black,Police Officer as Detective,18,2,20220,100980,17,14
White,Police Officer,7,2,4094,87006,37,0
Hispanic,Police Officer,3,5,8462,84054,64,1
White,Sergeant of Police,6,2,1215,104628,3,4
White,Police Officer,0,0,14251,48078,0,0
Hispanic,Police Officer / Field Training Officer,46,1,7433,100980,34,21
White,Police Officer,15,6,9630,87006,49,5
White,Sergeant of Police,11,1,2058,105864,1,5
White,Police Officer,0,2,2953,80016,25,0
Hispanic,Police Officer,6,7,12313,84054,45,1
White,Police Officer,19,3,13381,96060,24,13
White,Police Officer,9,4,10477,90024,2,1
Hispanic,Police Officer,0,0,6912,72510,7,0
Black,"",1,0,9778,48078,0,0
White,Police Officer as Detective,3,2,20152,97440,36,2
White,Police Officer,14,1,9347,96060,0,8
Black,Police Officer as Detective,13,2,20811,103932,3,9
White,Police Officer as Detective,15,3,20847,100980,7,11
Black,Police Officer,7,2,17275,87006,87,0
Black,Police Officer,15,3,12567,90024,9,5
White,Police Officer,3,1,12162,93354,0,1
Black,Police Officer,14,2,12009,90024,26,2
White,Sergeant of Police,2,3,1685,105018,0,1
White,Police Officer,4,2,14189,93354,22,1
Black,Police Officer Assigned Evidence Technician,10,3,16049,94524,14,2
White,Police Officer,3,0,18495,76266,21,0
White,Police Officer as Detective,7,2,20456,102900,0,3
White,Police Officer,0,0,17631,48078,1,0
Black,Police Officer,8,0,11257,77238,3,5
White,Police Officer,21,9,12581,83706,10,7
White,Police Officer,1,0,16571,58896,7,0
Hispanic,Police Officer,0,0,17147,80016,9,0
White,Police Officer,17,13,13720,95106,18,7
Black,Police Officer,2,0,14938,76266,6,0
Black,Police Officer,18,5,7558,93354,7,5
Black,Police Officer,4,4,19371,87006,15,0
White,Sergeant of Police,15,0,1109,96072,1,11
Hispanic,Police Officer,10,11,16614,80724,8,5
Black,Police Officer,10,4,8128,83706,10,6
Hispanic,Police Officer / Field Training Officer,6,2,17567,91338,31,3
White,Police Officer,6,3,20496,94122,44,1
Hispanic,Police Officer,14,5,16659,90024,30,3
Hispanic,Sergeant of Police,6,3,2439,111474,2,4
White,Police Officer,7,4,4384,90024,24,2
White,Police Officer,9,6,16016,87006,29,2
Hispanic,Police Officer,17,5,9532,90024,23,6
White,Police Officer / Marine Officer,10,13,7338,100980,6,6
White,Police Officer,0,0,15203,76266,4,0
Asian/Pacific,Police Officer,5,3,14237,90024,34,0
Black,Police Officer,42,2,4496,86130,15,15
White,Police Officer,7,3,12488,78006,7,2
Black,Police Officer,0,0,17032,76266,1,0
Hispanic,Police Officer,8,5,8173,90024,7,3
Hispanic,Police Officer,7,3,15235,87006,135,3
White,Commander,9,7,739,154932,2,5
White,Police Officer,5,2,14317,68262,16,1
White,Police Officer,27,9,15593,87384,16,10
Hispanic,Police Officer,19,2,10721,96060,9,12
White,Police Officer,7,7,15614,96060,41,5
White,Police Officer,1,1,10858,61932,7,0
Hispanic,Police Officer,2,0,10159,76266,16,0
Black,Sergeant of Police,12,0,2073,102960,2,6
White,"",0,6,19907,98052,1,0
Hispanic,Police Officer,41,2,19125,90024,76,14
White,"",0,0,7663,48078,0,0
Hispanic,Police Officer,3,0,7561,78012,24,1
Hispanic,Police Officer,13,3,5512,87006,20,1
Black,Police Officer as Detective,2,2,20731,103932,1,1
Hispanic,Sergeant of Police,30,2,2478,111474,30,14
Black,Police Officer,13,5,4483,87006,26,3
Hispanic,Police Officer,53,1,9445,87006,78,10
White,Police Officer,6,8,16191,95106,3,2
White,Police Officer,8,7,19626,93354,24,4
Black,Police Officer,6,2,15554,90024,10,2
White,Sergeant of Police,19,2,1727,104628,87,0
Black,Sergeant of Police,22,1,2304,101958,6,7
White,Sergeant of Police,6,6,1561,101442,121,0
White,Sergeant of Police,8,1,2206,105018,1,4
White,Police Officer,6,5,9504,87006,46,1
Hispanic,Police Officer,10,4,8989,87006,37,1
White,Sergeant of Police,4,4,1167,107988,19,2
White,Lieutenant of Police,14,1,195,121464,10,8
White,Police Officer,17,7,13678,90024,48,5
Black,Sergeant of Police,1,1,2002,102978,1,1
White,Chief,19,2,664,185364,1,11
Black,Police Officer,10,1,5373,93354,1,4
White,Police Officer Assigned Canine Handler,13,0,15674,90540,20,11
Black,Police Officer,2,1,3228,80016,10,0
White,Lieutenant of Police,29,25,217,121464,15,14
Hispanic,Police Officer,8,3,9323,87006,67,0
White,Police Officer,5,9,9281,90024,12,3
Hispanic,Police Officer Assigned Canine Handler,16,2,7952,90540,18,12
White,Police Officer as Detective,9,4,20809,97440,10,4
White,Police Officer,53,5,5605,93354,52,23
Hispanic,Police Officer,10,1,10916,96060,0,3
White,Police Officer,17,1,16518,90024,49,5
Black,Police Officer,7,1,14799,87006,14,3
Hispanic,Police Officer,1,0,17007,76266,8,0
White,Police Officer,6,7,5642,84054,154,0
White,Police Officer,25,0,4215,96060,10,19
White,Police Officer as Detective,13,7,21204,103932,1,4
White,Police Officer,0,0,16870,76266,17,0
Black,Police Officer,8,3,18284,83706,5,4
White,Police Officer,9,2,6659,83706,5,8
White,Lieutenant of Police,19,3,701,121464,24,8
Black,Police Officer,0,1,17068,80016,6,0
White,Police Officer,3,5,8705,84054,55,0
White,Police Officer,6,9,14664,90024,22,2
Black,Police Officer,20,2,8220,96060,2,12
Hispanic,Police Officer,7,3,12634,90024,25,0
Hispanic,Sergeant of Police,12,2,2505,107988,15,5
Black,Police Officer,46,4,8925,96060,14,31
Asian/Pacific,Police Officer,7,4,15749,87006,40,0
White,Police Officer as Detective,4,10,21783,97440,35,1
Hispanic,Police Officer,0,0,18671,48078,0,0
White,Police Officer,14,1,5865,83706,6,11
Hispanic,Police Officer,11,2,16445,95106,9,4
White,Sergeant of Police,14,1,1628,102978,2,12
Black,Lieutenant of Police,30,5,611,117894,14,14
Hispanic,Police Officer,4,5,17254,87006,41,1
Hispanic,Police Officer,33,2,17479,86130,27,18
Hispanic,Police Officer,7,8,17874,90024,26,0
White,Sergeant of Police,12,2,1724,107988,45,5
White,Police Officer as Detective,18,5,21305,97440,49,5
White,Police Officer as Detective,18,1,20066,90456,27,9
Hispanic,"",0,0,8840,48078,0,0
White,Police Officer as Detective,0,3,20845,94122,19,0
White,Police Officer,9,14,13605,89718,11,5
White,Police Officer,27,6,9023,96060,15,16
White,Police Officer,12,6,3600,87006,47,5
Hispanic,Police Officer,7,3,17882,87006,84,2
White,Police Officer,11,8,8077,90024,49,2
Black,Police Officer,13,4,12120,90024,14,4
White,Police Officer,8,7,10473,68262,6,4
Asian/Pacific,Sergeant of Police,10,1,1342,104628,41,3
Hispanic,Police Officer,3,1,7691,84054,11,0
White,Police Officer,21,13,2773,90024,233,5
Hispanic,Police Officer,8,13,7249,90024,45,2
White,Police Officer,1,3,14718,87006,11,0
White,Captain of Police,15,22,20,170112,10,7
Black,Police Officer as Detective,1,2,20103,99888,0,0
White,Police Officer,0,0,8275,68616,2,0
Hispanic,Police Officer as Detective,38,5,21423,100980,53,23
Black,Sergeant of Police,11,7,808,104628,25,6
White,Police Officer,39,1,6014,83706,29,21
White,Sergeant of Police,16,8,1630,104628,32,3
Hispanic,Police Officer,17,6,21178,94122,125,4
Black,Police Officer,21,1,12765,81252,3,11
White,Police Officer,7,4,14541,96060,6,4
White,Police Officer,6,0,14050,84054,77,1
Black,Police Officer as Detective,31,4,20771,97440,49,6
Hispanic,Police Officer,26,6,13420,93354,41,12
White,Police Officer,2,3,3809,84054,59,0
Black,Police Officer,0,0,9013,72510,0,0
White,Police Officer,1,3,19704,80016,21,0
White,Police Officer,3,1,7462,90024,10,0
Black,Police Officer,49,2,17543,90024,123,24
Hispanic,Police Officer,7,7,11155,87006,27,3
Black,Police Officer as Detective,13,3,21143,97440,38,6
Hispanic,Police Officer,3,8,8238,87006,26,1
White,Police Officer,15,4,13551,87006,110,2
Black,Police Officer,16,1,18738,92430,15,6
Hispanic,Police Officer,41,2,5847,96060,13,25
White,Police Officer,4,3,5341,93354,12,2
Hispanic,Police Officer,0,0,11988,72510,3,0
White,Police Officer,0,0,16935,48078,0,0
White,Police Officer,8,5,19925,87006,17,2
White,Police Officer,0,0,3966,48078,1,0
White,Police Officer,43,2,8637,87006,72,14
White,Police Officer,17,1,4210,90024,25,6
White,Police Officer,31,2,19497,90024,25,9
White,Police Officer,5,4,13495,84054,68,1
White,Police Officer,24,1,11564,87006,103,5
White,Police Officer,1,0,21080,86748,15,0
White,Police Officer,11,4,16877,93354,38,1
White,Police Officer,31,3,16085,93354,60,15
White,Sergeant of Police,14,3,1093,98766,19,3
White,Police Officer,4,2,13621,87006,24,0
White,Police Officer Assigned Security Specialist,25,3,9138,53580,19,10
Black,Police Officer,14,0,15861,90024,32,1
Black,Police Officer / Explosives Detective Canine Handler,27,1,18318,98052,3,22
White,Lieutenant of Police,22,2,284,125190,11,9
White,Police Officer,12,11,13571,87006,72,2
Hispanic,Police Officer Assigned Evidence Technician,4,3,19492,98052,55,2
White,Sergeant of Police,33,6,1724,90348,10,13
Black,Police Officer,16,5,4723,96060,74,3
White,Police Officer,13,8,10945,90024,37,9
Black,Police Officer,5,6,5956,87006,22,1
White,Police Officer,14,3,12525,87006,39,2
Hispanic,Police Officer as Detective,22,2,20210,100980,4,8
Hispanic,Police Officer,7,3,16381,74628,33,3
White,Police Officer,5,4,12180,87006,22,0
Hispanic,Police Officer,25,5,15413,92430,7,13
Black,Police Officer,12,1,3672,93354,7,7
White,Sergeant of Police,16,7,2145,104628,36,2
White,Police Officer,4,0,3001,95106,11,1
Hispanic,Police Officer,3,0,7496,76266,12,0
White,Lieutenant of Police,3,3,369,121464,8,2
Hispanic,Police Officer,7,3,19284,87006,26,2
Asian/Pacific,Police Officer,2,0,17572,80016,19,1
White,Sergeant of Police,30,1,1014,111474,3,23
Hispanic,Police Officer,1,0,8671,68616,0,0
Black,Sergeant of Police,15,1,1836,102978,1,8
White,Police Officer,4,2,7069,61932,13,1
Hispanic,Police Officer / Field Training Officer,48,3,19590,98052,29,21
Asian/Pacific,Police Officer,32,1,4663,90024,49,17
White,Sergeant of Police,32,2,2052,107988,93,14
Hispanic,Police Officer,0,1,17665,80016,6,0
Black,Police Officer,23,1,8992,96060,0,16
Hispanic,"",0,0,9650,48078,0,0
White,Police Officer,20,3,6397,90024,68,4
White,Police Officer,8,1,4530,90024,4,5
Hispanic,Police Officer,3,4,18937,93354,28,1
Black,Police Officer,10,4,5053,87006,13,0
Black,"",0,0,7632,48078,0,0
White,Police Officer / Field Training Officer,2,1,12044,91338,17,1
White,Police Officer,25,5,8516,93354,13,11
Hispanic,Police Officer,6,7,6002,84054,27,3
White,Police Officer,15,0,16417,63396,10,10
Hispanic,Police Officer,29,2,15963,87006,71,7
Black,Police Officer,7,4,12116,90024,12,2
Black,Police Officer,14,1,6000,87006,33,2
White,Police Officer Assigned Evidence Technician,2,4,8946,94524,60,0
White,Police Officer,0,2,13369,76266,5,0
Black,Police Officer,9,8,10741,95106,9,5
White,Sergeant of Police,10,5,1679,111474,34,4
White,Police Officer,3,2,13585,95106,3,1
White,"",0,0,10634,48078,0,0
White,Police Officer,16,0,17578,68262,12,6
White,Police Officer,16,4,20671,97440,84,5
White,Police Officer,7,0,14620,84054,54,0
Hispanic,Police Officer,4,3,18668,84054,31,0
Hispanic,Police Officer as Detective,21,1,20458,100980,30,11
White,Sergeant of Police,8,10,814,104628,70,1
White,Police Officer,1,0,16494,72510,2,0
Hispanic,Police Officer,2,3,5206,84054,20,0
White,Police Officer,22,3,18973,96060,7,15
White,Police Officer,30,4,18511,93354,20,13
Black,Police Officer,12,1,13947,90024,13,4
White,Police Officer,0,0,3027,80016,6,0
Black,Police Officer,7,5,16307,77238,10,2
White,Sergeant of Police,29,6,2286,107988,17,19
Hispanic,Police Officer,7,0,16309,45732,16,3
Hispanic,Police Officer,1,1,4948,80016,9,0
White,Police Officer,0,0,19755,48078,4,0
Black,Police Officer,6,2,11199,77238,10,1
Hispanic,Police Officer,4,3,4329,90024,38,1
Hispanic,"",0,0,8055,48078,0,0
Hispanic,Police Officer,2,4,17745,87006,94,0
Hispanic,Police Officer,2,1,13488,87006,34,0
Hispanic,Police Officer,30,13,7155,96060,61,12
Hispanic,Police Officer,0,0,17588,84054,10,0
White,Sergeant of Police,12,4,2252,104628,84,2
White,Sergeant of Police,17,3,2665,104628,57,4
White,Police Officer as Detective,4,4,20497,99978,2,1
Hispanic,Police Officer / Field Training Officer,13,3,15057,90432,57,2
White,Police Officer,10,9,10641,89718,21,3
Black,Police Officer as Detective,8,1,21056,103932,2,7
Hispanic,Police Officer as Detective,10,7,21076,97440,20,1
Asian/Pacific,Police Officer,13,6,14935,93354,23,5
Black,Police Officer,0,3,16591,80016,6,0
White,Police Officer,10,2,5170,80724,5,6
Black,Police Officer,13,5,16579,83706,0,5
White,Police Officer,12,0,5552,66906,1,3
Native American/Alaskan Native,Police Officer,14,3,15703,93354,12,7
Native American/Alaskan Native,Police Officer as Detective,35,4,20390,100980,33,22
Black,Police Officer,18,0,11820,78006,0,16
Black,Police Officer,60,5,3782,92316,18,41
Black,Police Officer as Detective,8,5,20365,99978,3,1
White,Sergeant of Police,2,0,914,91446,2,1
Asian/Pacific,Police Officer,12,3,10409,87006,115,2
Black,Police Officer,7,1,15742,84054,24,0
Hispanic,Police Officer Assigned Evidence Technician,14,6,8853,94524,140,4
White,Sergeant of Police,5,2,1131,95694,16,1
Black,Police Officer,14,2,5722,87006,31,1
White,Police Officer,35,7,16236,90024,49,6
Black,Police Officer,9,4,8984,87006,21,3
Hispanic,Police Officer,1,6,3587,87006,10,0
Hispanic,Police Officer Assigned Evidence Technician,24,2,15785,74178,4,17
Black,Police Officer,25,3,3138,93354,16,8
Black,Police Officer,10,3,18683,89718,13,4
Asian/Pacific,Lieutenant of Police,36,8,465,117894,8,21
Black,Police Officer,2,3,19387,90024,12,0
White,Police Officer,7,2,13558,90024,2,5
Hispanic,Police Officer,6,2,8770,90024,1,1
Black,Police Officer,9,1,2923,92430,1,5
White,Police Officer,0,0,10268,68616,1,0
Hispanic,Police Officer,0,0,19177,72510,5,0
White,Police Officer,2,10,14314,90024,7,2
Hispanic,Police Officer,0,0,9638,68616,0,0
White,Police Officer,13,18,10729,96060,55,4
Black,Police Officer,13,5,17278,87006,15,4
Black,Police Officer / Field Training Officer,38,4,15672,96084,22,18
White,Sergeant of Police,15,10,1694,111474,7,10
White,Police Officer as Detective,17,11,20212,103932,29,13
Hispanic,Police Officer,0,1,3778,90024,3,0
White,Sergeant of Police,9,6,2100,111474,24,3
White,Police Officer as Detective,7,2,21088,100980,12,5
White,Police Officer,30,4,19998,93354,66,8
Black,Police Officer,16,4,14415,90024,36,9
Black,Police Officer,6,8,1103,90024,38,2
White,Police Officer,12,3,10063,53580,44,0
Black,Police Officer,2,2,16484,76266,12,1
Black,Police Officer,0,0,9700,68616,0,0
White,Police Officer as Detective,28,7,21239,99978,11,12
White,Police Officer,15,2,2888,87006,30,2
White,Police Officer,1,0,12352,72510,8,0
Hispanic,Lieutenant of Police,13,2,435,87198,3,6
Black,Police Officer,7,1,18891,87006,62,1
Hispanic,Police Officer,7,6,17869,93354,53,2
White,Police Officer as Detective,28,2,20288,97440,22,12
Hispanic,Police Officer,14,4,16328,87006,69,3
White,Police Officer,8,3,7290,87006,68,0
Hispanic,Police Officer,12,9,3278,87006,45,5
White,Police Officer as Detective,16,0,21243,92268,4,11
White,Police Officer,4,0,15695,76266,13,0
White,Sergeant of Police,22,2,1371,98184,81,7
Black,Sergeant of Police,10,0,1606,102978,3,3
White,Police Officer Assigned Evidence Technician,6,0,9004,82008,0,2
White,Police Officer,4,1,4585,83220,18,1
Native American/Alaskan Native,Police Officer as Detective,27,5,20354,103932,21,15
White,Police Officer as Detective,10,2,14327,93648,8,7
White,Lieutenant of Police,7,3,475,117894,8,1
Black,Police Officer,5,1,16991,87006,17,0
White,Police Officer,1,3,2743,87006,30,0
White,Police Officer,54,8,19478,87006,147,20
White,Police Officer Assigned Latent Fingerprint Examiner,0,2,12771,94524,59,0
Black,Police Officer,25,4,18592,92430,15,8
White,Captain of Police,5,5,95,132876,12,1
White,Police Officer,24,5,7156,96060,7,14
White,Police Officer,6,3,4837,87006,89,0
White,Police Officer,0,0,11795,72510,4,0
Hispanic,Sergeant of Police,36,9,871,111474,24,25
Black,Police Officer,40,0,18951,70656,2,24
White,"",0,0,11966,48078,0,0
Black,Police Officer,6,3,12146,90024,13,2
White,Police Officer,26,9,4301,93354,16,11
White,Police Officer,2,2,17404,80016,15,0
Black,Police Officer,2,1,13768,87006,16,0
White,Sergeant of Police,121,1,2381,111474,65,65
Black,Lieutenant of Police,5,2,408,117894,10,4
White,Sergeant of Police,23,3,860,107988,32,12
Black,Police Officer,10,0,18742,66906,1,6
White,Police Officer,0,0,19099,48078,1,0
White,Police Officer,10,6,4228,89130,17,5
Black,Police Officer,6,1,5560,93354,2,6
Black,Police Officer,8,5,12586,95106,9,4
White,Police Officer,21,3,7897,90024,92,4
White,Police Officer,12,2,16883,87006,104,2
White,Lieutenant of Police,10,7,732,125190,4,4
White,Police Officer,25,11,11757,90024,57,14
Hispanic,Sergeant of Police,5,1,1920,93276,13,4
Black,Police Officer,17,1,18775,93354,2,9
Hispanic,"",0,0,10063,48078,0,0
Hispanic,Police Officer,0,0,19865,80016,6,0
White,Police Officer / Explosives Detective Canine Handler,12,2,9367,94524,19,2
White,Police Officer Assigned Canine Handler,6,1,16308,89646,9,3
White,Police Officer,8,5,12019,90024,80,3
White,Police Officer,6,15,4334,90024,27,4
Hispanic,Police Officer,6,3,20815,94122,106,0
White,Police Officer,3,2,15880,87006,57,0
Black,Police Officer,75,1,11359,96060,9,30
Black,Police Officer,13,4,9698,90024,13,9
White,Police Officer as Detective,4,4,20237,97440,14,1
White,Police Officer,2,0,7769,84054,21,1
Hispanic,Police Officer,4,1,7664,84054,5,0
Hispanic,Sergeant of Police,14,4,1421,107988,5,8
White,Police Officer,13,4,6121,87006,67,4
White,Police Officer as Detective,20,2,21019,100980,6,16
White,Police Officer,35,1,19987,93354,41,13
White,Sergeant of Police,4,1,1854,111474,1,3
Black,Police Officer,16,3,4672,96060,4,8
Black,Police Officer,14,4,12440,84054,48,2
Black,Police Officer,33,4,4602,93354,11,14
White,Police Officer as Detective,25,3,20029,100980,34,12
Black,Police Officer,6,2,12559,84054,23,1
Hispanic,Police Officer as Detective,4,4,20226,97440,18,2
White,Police Officer,17,1,18699,93354,34,8
Black,Police Officer,8,4,4410,87006,16,0
Black,Sergeant of Police,12,5,1739,105864,6,4
Black,Police Officer,4,10,7266,93354,12,2
White,Police Officer as Detective,15,3,20151,102900,1,9
Hispanic,Police Officer,1,0,12881,72510,4,1
White,Sergeant of Police,8,6,1156,107988,13,2
White,Police Officer,20,1,19371,80724,79,7
White,"",0,0,17563,48078,0,0
White,Police Officer,12,3,3217,87006,115,1
White,Sergeant of Police,24,10,2689,111474,6,7
White,Police Officer,5,1,14543,84054,20,1
White,Sergeant of Police,3,5,1152,101442,11,0
White,Police Officer as Detective,14,6,20493,90540,4,11
White,Sergeant of Police,27,5,1043,111474,11,12
White,Police Officer,32,3,14060,87006,154,11
Black,Sergeant of Police,12,6,1782,107988,7,2
Black,Police Officer,9,6,19413,90024,6,1
White,Police Officer,7,1,18634,92430,1,5
White,Police Officer as Detective,24,4,20695,100980,3,5
White,Police Officer,0,0,17813,68616,2,0
White,Police Officer Assigned Traffic Specialist,8,2,18354,98052,5,6
Hispanic,Police Officer,2,0,14438,48078,0,1
Black,Police Officer,11,1,19037,93354,12,1
Hispanic,Police Officer,6,5,1362,87006,94,1
White,Police Officer / Field Training Officer,18,0,12898,73782,4,8
White,Police Officer,11,2,6144,87006,51,2
Hispanic,Police Officer,0,1,6024,84054,1,0
White,Police Officer,11,2,15112,87006,25,4
White,Police Officer,11,5,17993,93354,55,5
White,Police Officer,5,13,5071,90024,9,0
Hispanic,Police Officer,2,1,17821,84054,26,0
Hispanic,Police Officer as Detective,2,2,20946,80400,0,2
White,Police Officer,15,5,19588,87006,52,1
White,Police Officer,30,6,18912,93354,16,16
Hispanic,Police Officer,25,2,4746,93354,14,16
White,Sergeant of Police,7,1,1669,102978,0,0
White,Police Officer,22,1,13821,93354,7,7
Black,Police Officer,14,4,15422,90024,37,8
White,Sergeant of Police,10,2,998,110370,21,6
Hispanic,Police Officer,3,1,15959,80016,6,0
White,Sergeant of Police,25,12,2549,111474,51,14
White,Police Officer,6,1,10606,84054,39,0
Black,Police Officer Assigned Latent Fingerprint Examiner,9,1,10389,100980,35,6
White,Sergeant of Police,12,1,1466,101442,52,4
Black,Police Officer,0,0,15484,68616,1,0
White,Police Officer Assigned Evidence Technician,6,1,17381,98052,45,4
Hispanic,Police Officer,3,4,18312,87006,25,0
Black,Sergeant of Police,1,3,1702,111474,4,0
White,Sergeant of Police,42,1,2553,111474,17,21
White,Police Officer,36,3,11772,90024,32,9
White,Police Officer,1,2,15398,87006,33,0
Black,Police Officer,3,0,18616,90024,1,2
White,Police Officer,10,1,19943,92430,4,6
White,Police Officer,43,4,19700,90024,34,20
Black,Police Officer,9,8,7021,90024,43,3
White,Sergeant of Police,5,1,1497,104628,61,2
Black,Police Officer,7,1,4760,90618,14,3
