race,rank,allegation_count,civilian_compliment_count,current_badge,current_salary,honorable_mention_count,unsustained_count
White,Sergeant of Police,8,2,1357,101958,20,3
Native American/Alaskan Native,Police Officer,23,2,5000,93354,13,7
Hispanic,Police Officer,26,6,14763,90024,82,13
Hispanic,Police Officer,4,2,12778,87006,23,0
Black,Police Officer,16,2,19633,90024,9,5
White,Police Officer / Field Training Officer,1,0,13800,88296,3,1
Hispanic,Police Officer,11,1,18679,78012,10,5
White,Police Officer,28,1,5172,93354,33,12
White,Police Officer,11,6,6260,86520,16,2
White,Police Officer,11,7,11507,90024,58,5
White,Police Officer,36,2,8724,93354,4,28
White,Police Officer as Detective,46,8,20939,103932,20,28
White,Sergeant of Police,50,6,1779,104628,17,18
White,Police Officer,23,3,11430,84054,106,6
White,"",0,0,10643,48078,0,0
White,Police Officer as Detective,8,3,21085,100980,17,4
White,Police Officer,0,2,6823,76266,7,0
Hispanic,Sergeant of Police,15,3,2073,104628,10,4
Asian/Pacific,Police Officer,9,2,15424,87006,62,1
Hispanic,Police Officer,21,6,13414,93354,29,10
White,Police Officer,0,0,9116,68616,1,0
White,Sergeant of Police,10,1,1655,107988,2,7
White,Police Officer,0,0,8562,68616,0,0
White,Police Officer as Detective,23,5,20944,103932,10,11
White,"",0,0,11410,48078,0,0
Black,Police Officer / Marine Officer,26,17,15622,100980,6,17
White,Sergeant of Police,25,2,963,104628,21,10
White,"",0,0,10741,48078,0,0
Black,Police Officer,37,1,11238,95106,8,17
Hispanic,Police Officer,3,3,19353,84054,19,1
Black,Police Officer,0,0,17793,48078,0,0
Hispanic,Police Officer,54,7,8242,93354,96,30
Hispanic,Police Officer as Detective,8,6,21413,97440,88,2
Hispanic,Police Officer,0,0,13633,48078,1,0
Hispanic,Commander,28,10,711,162684,8,18
White,Police Officer,29,8,15097,96060,28,21
Hispanic,Police Officer,12,2,4653,87006,28,4
White,Police Officer,19,3,6555,87006,22,10
Hispanic,Police Officer,19,5,18551,93354,31,7
Black,Sergeant of Police,16,4,2099,104628,14,4
Black,Deputy Chief,7,0,684,148356,2,3
White,Police Officer,2,4,10025,90024,9,0
White,Police Officer,15,17,20713,97440,48,5
Black,Police Officer,3,1,10761,84054,11,1
Native American/Alaskan Native,Police Officer,11,0,19608,87006,5,1
Hispanic,Police Officer,4,1,18385,87006,55,0
White,Sergeant of Police,29,2,2413,111474,35,10
White,Lieutenant of Police,2,1,438,101718,5,1
Hispanic,Police Officer,8,8,20374,97440,71,0
White,Police Officer,6,1,5896,93354,9,2
White,Police Officer,0,1,13762,72510,3,0
Black,Sergeant of Police,4,2,2219,111474,5,0
White,Police Officer,22,3,15109,87006,121,9
White,Police Officer,0,0,16439,68262,0,0
Hispanic,Police Officer,8,8,12982,90024,33,2
Hispanic,Police Officer,7,2,10400,96060,59,4
Hispanic,Police Officer,5,7,15965,90024,71,2
White,Police Officer Assigned Canine Handler,14,5,18842,84756,22,11
White,Police Officer,17,1,15179,84054,84,2
Black,Police Officer,20,3,7129,93354,9,8
Black,Police Officer as Detective,6,2,20686,103932,15,3
White,Lieutenant of Police,40,10,50,117894,203,22
Hispanic,Police Officer,2,0,15682,84054,17,0
White,Police Officer Assigned Supervisor Latent Fingerprint Examiner,11,4,12866,113706,8,9
Hispanic,Police Officer / Field Training Officer,3,9,19689,91338,36,0
Black,Commander,27,6,221,154932,2,16
White,Police Officer,8,5,14783,90024,13,1
Black,Sergeant of Police,38,5,2415,107988,14,27
Black,Police Officer,21,3,17339,90024,32,9
Hispanic,Police Officer,17,1,8080,89130,34,6
White,Police Officer,14,4,4154,93354,23,8
Black,Sergeant of Police,45,5,1313,111474,16,24
Hispanic,Police Officer,7,1,8915,84054,18,1
White,Police Officer,1,0,13845,76266,5,0
Hispanic,Police Officer,33,8,12763,96060,9,17
White,Police Officer,1,0,20736,91080,8,1
White,Police Officer,0,0,16642,72510,4,0
Black,Police Officer,9,1,17979,89130,1,4
White,Police Officer,2,4,11982,93354,9,1
White,Police Officer,9,2,14474,90024,105,2
White,Police Officer,22,5,13522,90024,22,13
Hispanic,Police Officer,24,0,4544,69270,1,11
White,Police Officer,4,3,13186,84054,18,0
Hispanic,Police Officer,0,0,15159,68616,1,0
Hispanic,Police Officer,17,1,3510,68262,34,2
White,Police Officer,0,1,3146,84054,8,0
White,Police Officer,7,3,21325,94122,74,1
White,Lieutenant of Police,30,0,254,101634,0,12
Hispanic,Police Officer,3,2,13202,90024,23,1
White,Deputy Chief,8,5,35,170112,13,6
White,Police Officer,1,0,13004,76266,7,0
White,Police Officer,0,0,17348,48078,1,0
White,Police Officer as Detective,24,11,21205,100980,8,12
Black,Police Officer,63,2,11831,81252,7,34
Black,Police Officer,8,1,6411,84054,17,2
White,Police Officer,5,1,11186,84054,58,0
White,Police Officer,0,0,15463,76266,10,0
White,Police Officer,8,1,5495,86130,9,5
Hispanic,Police Officer,0,0,19656,61530,2,0
White,"",0,0,11165,48078,0,0
Hispanic,Police Officer,4,2,16405,87006,35,1
Hispanic,Police Officer,6,2,17889,90024,4,1
Black,Police Officer,5,1,12366,90024,5,0
White,Police Officer,5,8,16720,96060,3,2
White,Police Officer,16,6,16207,93354,9,4
Hispanic,Police Officer,7,1,17949,90024,0,1
White,Police Officer,11,6,3912,93354,11,0
Black,Police Officer / Field Training Officer,37,6,19339,94524,18,15
White,Police Officer,20,2,18917,90618,7,10
White,Lieutenant of Police,10,3,794,117894,19,6
White,Police Officer,0,0,14298,68616,2,0
Hispanic,Police Officer,3,2,19370,80016,14,1
White,Sergeant of Police,3,3,1869,111474,1,3
White,Police Officer as Detective,18,3,20095,94122,40,7
White,"",0,0,11202,48078,0,0
White,Police Officer,0,3,10195,58896,20,0
White,Police Officer,12,3,13258,83706,5,8
White,Police Officer,0,0,13368,48078,0,0
Black,Police Officer / Field Training Officer,73,7,4821,100980,40,38
White,Police Officer,5,1,12509,87006,23,1
White,Lieutenant of Police,11,3,345,125190,5,5
Black,Police Officer,27,1,14554,80724,18,10
Black,Captain of Police,13,5,16,136170,3,3
White,Sergeant of Police,17,1,1097,111474,5,10
Black,Police Officer,10,5,3908,93354,9,2
White,Police Officer,8,11,8441,90024,39,1
Black,Police Officer,42,3,19652,93354,73,18
Black,Police Officer Assigned Traffic Specialist,9,1,9502,100980,7,4
Black,Police Officer as Detective,4,10,20870,97440,4,0
White,Police Officer,11,4,19688,87006,60,4
White,Police Officer,18,2,10841,96060,28,6
White,Police Officer,6,7,18487,83706,11,4
Hispanic,Police Officer / Field Training Officer,4,3,11297,91338,14,2
White,Sergeant of Police,41,5,1019,107988,60,21
Black,Police Officer,15,2,16062,90024,55,4
Hispanic,Police Officer,3,2,16054,80016,60,0
Hispanic,Police Officer,31,11,13955,96060,28,20
Black,Police Officer,8,5,14185,87006,8,4
Hispanic,Police Officer,1,1,14894,61530,2,0
Unknown,Police Officer,0,0,17979,48078,0,0
Black,Police Officer,23,1,13868,96060,1,15
White,Police Officer,1,0,19219,80016,18,0
White,Police Officer,23,11,13065,90024,28,10
Black,Police Officer,0,0,13289,48078,0,0
Black,Police Officer,3,2,6436,90024,16,1
Black,Police Officer,17,1,12216,90024,16,5
White,Police Officer,10,0,2859,80736,2,7
White,Chief,9,7,419,185364,9,5
White,Police Officer,4,3,13844,87006,16,1
Black,Police Officer,25,4,13838,82788,32,9
White,Police Officer,7,1,15959,89142,35,7
White,Police Officer as Detective,14,9,20094,97440,49,6
Black,Police Officer,20,2,18889,90024,10,3
Hispanic,Police Officer,0,0,8118,48078,0,0
White,Police Officer,2,1,18327,80016,12,0
Black,Police Officer Assigned Traffic Specialist,8,1,13732,98052,9,4
Hispanic,Police Officer,12,1,10563,90024,19,5
Black,Police Officer,20,6,9605,95106,20,6
White,Police Officer,7,5,8559,89718,4,0
White,Police Officer,0,0,12409,72510,6,0
Black,Police Officer,23,6,8874,93354,3,12
White,Sergeant of Police,5,4,1017,111474,3,3
Asian/Pacific,Police Officer,8,0,10653,68262,2,2
White,Police Officer,0,3,6394,58896,18,0
White,Police Officer,48,12,13712,89718,12,27
Black,Police Officer,27,3,17104,90024,52,10
Black,Sergeant of Police,27,3,908,101958,6,6
White,Police Officer,12,0,14547,68262,2,6
White,Police Officer,33,3,5595,93354,12,15
White,Police Officer,39,2,5124,93240,5,36
Hispanic,"",0,0,7421,48078,0,0
Black,Police Officer,10,3,8477,78012,6,3
Black,"",0,0,10311,48078,0,0
White,Police Officer,14,2,10173,90024,25,8
Black,Police Officer,10,9,6023,90024,54,2
Hispanic,"",0,0,8383,48078,0,0
Black,Police Officer,74,0,15967,73116,21,43
White,Police Officer,0,1,14417,90024,1,0
White,Police Officer,28,3,18020,90024,70,7
White,"",0,0,8460,48078,0,0
Black,Police Officer,0,0,16292,76266,7,0
White,Sergeant of Police,4,4,1348,104628,37,1
Hispanic,Police Officer,0,1,15915,84054,14,0
White,Police Officer as Detective,37,3,20483,100980,1,18
Black,Sergeant of Police,17,3,1740,111474,16,8
White,Police Officer,10,19,7681,93354,19,2
Black,Police Officer,67,5,9805,95106,1,49
White,Police Officer,0,0,19686,72510,2,0
Hispanic,Police Officer,5,1,14177,87006,16,0
White,Police Officer,3,2,10790,87006,14,0
White,Police Officer,35,6,12798,96060,9,16
White,Police Officer,12,6,15771,90024,67,4
White,Police Officer,16,5,18696,93354,14,8
White,Police Officer,18,5,18469,92430,48,6
Hispanic,Police Officer as Detective,3,4,20005,97440,9,2
Asian/Pacific,"",0,0,8993,48078,0,0
White,Deputy Superintendent,7,6,384,178740,4,4
Black,Police Officer,23,0,10265,96060,1,7
Hispanic,Police Officer,3,1,11898,90024,10,2
White,Police Officer as Detective,24,2,20141,102900,1,19
White,"",0,0,7569,48078,0,0
White,Police Officer,1,0,17705,84054,13,0
White,Sergeant of Police,10,19,2426,101442,30,1
White,Police Officer,14,1,4899,83604,0,10
White,Police Officer,14,3,7811,95106,17,4
Black,Police Officer,23,4,9909,89718,14,5
Hispanic,Police Officer,2,2,10962,84054,20,0
Black,Police Officer,19,2,15389,93354,10,5
Black,Police Officer,39,7,9653,75816,6,26
Hispanic,Police Officer,7,1,13954,87006,99,1
Hispanic,Police Officer,0,1,13283,72510,4,0
White,Police Officer,11,12,4168,93354,31,3
White,Police Officer Assigned Evidence Technician,16,1,12210,98052,154,11
White,Police Officer,15,8,15849,90024,46,4
White,Police Officer,6,3,5944,66924,7,4
Black,Police Officer,0,0,10587,68616,1,0
White,Police Officer as Detective,16,5,20654,100980,7,10
Hispanic,Police Officer,1,1,9935,84054,5,0
White,Police Officer,25,9,19397,87006,37,6
Black,Police Officer,4,1,7616,90024,6,3
Black,Police Officer,12,1,16559,87006,34,3
Black,Sergeant of Police,17,5,2092,111474,0,7
Black,Police Officer,21,1,5749,86130,1,14
Black,Police Officer,3,4,7746,88830,1,1
White,Sergeant of Police,4,5,2402,101442,87,1
Black,Police Officer,6,6,12744,87006,11,2
White,Police Officer,9,1,6377,86532,2,4
Black,Police Officer,25,3,17997,87006,46,8
Hispanic,"",0,0,7701,48078,0,0
White,Police Officer,7,4,14908,87006,36,2
White,"",0,0,15746,48078,0,0
Hispanic,Police Officer,15,4,12573,87006,28,2
Black,Police Officer,1,0,8158,68616,2,0
Black,Police Officer,3,0,16443,76266,9,0
White,Sergeant of Police,26,5,2465,102978,22,17
White,Police Officer,0,0,3401,48078,0,0
Black,Sergeant of Police,20,1,17308,83214,6,11
White,Police Officer,9,3,3290,90024,8,6
Hispanic,Police Officer,8,1,15027,68616,25,1
White,Chief,15,3,727,176532,1,11
Black,Police Officer,13,1,19733,93354,4,4
White,Police Officer,18,1,8775,90024,13,8
White,Sergeant of Police,41,12,1802,107988,62,25
Black,Police Officer / Field Training Officer,5,1,15245,88296,11,0
White,Sergeant of Police,10,7,2273,104628,61,4
White,Police Officer,0,0,18940,48078,0,0
Hispanic,Police Officer,56,3,19913,90024,71,28
White,Police Officer,10,0,18643,70656,2,6
Hispanic,Police Officer,36,10,19674,93354,17,17
White,Police Officer,20,4,16271,90024,51,6
White,Sergeant of Police,12,7,2087,104628,12,6
Hispanic,Police Officer,0,1,4894,80016,47,0
Hispanic,Police Officer,21,1,17414,86142,25,10
Black,Police Officer,0,0,18930,80016,5,0
Black,Police Officer,5,2,19290,90024,9,2
Asian/Pacific,Police Officer,13,2,19225,90024,46,5
White,Police Officer,2,11,12184,90024,25,1
White,Lieutenant of Police,7,8,220,121464,16,6
White,Police Officer,9,5,17885,87006,56,3
White,Police Officer,2,17,11803,90024,13,0
White,Police Officer,2,4,13663,84054,20,0
White,Police Officer,18,7,3255,87006,43,2
Hispanic,Police Officer,25,3,10661,87006,63,3
White,Sergeant of Police,28,4,2682,107988,27,12
White,Police Officer,2,1,5612,84054,22,0
White,Police Officer,0,0,15865,76266,13,0
Black,Police Officer,8,5,16757,90024,19,4
Black,Police Officer,22,4,15922,93354,7,9
Hispanic,Police Officer,17,1,4243,90024,34,7
Hispanic,Sergeant of Police,1,1,2251,101442,81,0
White,Police Officer,7,0,15671,84054,68,0
White,Police Officer,1,0,17202,80016,10,0
White,"",0,0,9273,48078,0,0
Hispanic,Sergeant of Police,30,6,1307,104628,37,18
White,Captain of Police,3,3,142,136170,3,1
White,Police Officer,6,3,6664,87006,56,1
Black,Sergeant of Police,26,2,2207,111474,4,7
Hispanic,Police Officer,4,4,2618,84054,26,0
White,Police Officer,8,3,19596,93354,9,2
White,"",0,0,7467,48078,0,0
White,Sergeant of Police,22,2,2006,96648,8,9
Hispanic,Police Officer,7,4,8564,84054,46,2
White,Police Officer as Detective,8,5,20084,91080,87,2
White,Police Officer,0,0,12834,48078,1,0
White,Police Officer,11,5,5428,90024,13,3
Hispanic,Police Officer,0,1,10573,84054,19,0
White,Police Officer,34,1,14511,93354,9,16
White,Police Officer,11,2,17582,90024,28,2
Black,Police Officer,2,3,13646,84054,12,0
Hispanic,Police Officer,8,6,7119,87006,19,1
White,Police Officer,0,2,13310,84054,11,0
Hispanic,Police Officer,25,4,12233,95106,14,15
White,Police Officer,7,5,12596,87006,25,1
Black,Sergeant of Police,6,1,2053,107988,3,3
Black,Police Officer,24,0,18327,81252,0,16
White,Police Officer,24,16,14264,90024,77,13
Black,Police Officer,19,8,7295,96060,7,14
White,Police Officer,6,3,17996,86142,24,1
White,Police Officer,6,9,11301,84054,108,1
White,Police Officer,19,1,8653,84054,273,3
Black,Police Officer,39,0,15400,83706,12,16
Black,Police Officer,1,1,19070,90024,4,0
White,Police Officer,18,10,7766,87006,95,5
Black,Sergeant of Police,16,3,898,104628,21,4
Black,Police Officer,6,9,15279,90024,18,2
Hispanic,Police Officer,7,4,10590,87006,33,3
Hispanic,Police Officer,0,0,13343,48078,0,0
Black,Police Officer,17,2,8969,93354,23,6
White,"",0,0,8783,48078,0,0
Black,Police Officer,2,0,2909,80016,7,0
White,Sergeant of Police,6,7,1311,107988,77,2
White,Police Officer,14,9,2728,96060,21,7
Hispanic,Police Officer,15,0,19887,80016,12,3
White,Sergeant of Police,9,1,2532,96828,3,5
White,Police Officer,0,0,17817,68616,2,0
White,Police Officer,50,1,19897,93354,6,27
Asian/Pacific,Police Officer,5,2,18015,90024,7,0
Black,Police Officer,14,0,10805,78360,0,9
White,Sergeant of Police,12,12,2254,107988,6,3
White,Police Officer,5,0,6245,66924,1,0
White,Police Officer,19,0,19552,69270,1,9
Black,Police Officer,5,2,6658,93354,9,1
White,Police Officer,0,0,10512,68616,2,0
Asian/Pacific,Police Officer,0,0,10542,80016,9,0
White,Police Officer as Detective,28,3,20063,100980,7,18
White,Police Officer,8,5,19838,93354,8,3
Black,Police Officer,15,5,10973,90024,24,3
Black,Police Officer,1,11,17732,87006,13,0
White,Police Officer / Marine Officer,9,13,18812,98052,9,5
Unknown,Police Officer,0,0,17200,48078,0,0
White,Police Officer as Detective,21,0,21325,79134,3,15
Hispanic,Police Officer,23,0,5091,90024,17,6
White,Lieutenant of Police,13,1,591,117894,30,3
White,Police Officer,3,3,15029,73164,46,0
Hispanic,Police Officer,8,4,9534,61932,28,3
Hispanic,Police Officer,0,0,19839,80016,3,0
Black,Police Officer,4,0,7974,92430,0,2
White,Police Officer,0,5,15007,84054,68,0
White,Police Officer,2,1,11682,84054,30,0
Black,Police Officer,5,1,19788,93354,8,3
Hispanic,Police Officer,0,0,10630,72510,1,0
White,Sergeant of Police,9,6,1994,107988,9,6
Hispanic,Police Officer,5,1,10915,84054,15,1
White,Deputy Chief,19,20,66,170112,8,8
Hispanic,Police Officer as Detective,29,2,20045,103932,2,15
White,Sergeant of Police,12,3,1437,107988,115,3
Hispanic,Police Officer as Detective,12,7,21212,103932,11,8
Hispanic,Police Officer,0,0,13069,76266,3,0
Hispanic,Police Officer,8,6,10055,86130,7,3
Hispanic,"",0,0,17156,48078,0,0
White,Police Officer,2,2,7571,84054,32,0
Hispanic,Police Officer,30,5,12611,90024,16,21
White,Police Officer,0,0,18565,80016,5,0
White,Sergeant of Police,15,1,2650,107988,49,6
White,Lieutenant of Police,4,10,177,121464,2,2
White,Sergeant of Police,6,11,2089,111474,15,2
White,Police Officer,1,1,8725,80016,14,1
White,Police Officer,7,3,6531,87006,68,1
White,Police Officer,1,0,16519,72510,1,0
Black,Police Officer,60,6,17020,93354,13,32
Hispanic,Police Officer,12,3,9631,90024,22,6
White,Police Officer,11,0,15154,46632,3,7
White,Police Officer as Detective,6,2,20389,100980,0,1
Black,Police Officer / Mounted Patrol Officer,6,5,12000,99978,5,4
White,Sergeant of Police,1,2,1214,101958,1,0
Black,Police Officer,3,2,5508,80016,47,1
Black,Police Officer,31,5,13290,93354,15,21
Black,Police Officer,8,0,18907,90024,0,0
White,Police Officer,18,2,7617,90024,52,4
White,Police Officer,4,0,14915,74628,15,0
Black,Police Officer,6,3,6419,84054,15,0
White,Sergeant of Police,13,1,872,111474,4,10
Hispanic,Police Officer,3,1,18246,80016,9,0
White,Police Officer,0,0,10046,68616,5,0
White,Police Officer,12,14,19961,93354,7,7
Hispanic,Police Officer,8,2,16790,93354,2,6
White,Police Officer,25,3,19599,90024,24,8
White,Sergeant of Police,12,12,1241,111474,11,5
Asian/Pacific,Police Officer,19,5,14008,84054,29,6
Hispanic,Police Officer,0,2,12178,72510,2,0
White,Police Officer,17,2,1418,87006,77,2
White,Police Officer,0,3,7858,84054,8,0
White,Police Officer,0,0,11443,72510,3,0
Black,Police Officer,7,1,14658,87006,24,3
Black,Police Officer,5,1,7727,87006,84,1
White,Police Officer,12,10,18682,93354,30,6
White,Lieutenant of Police,30,4,335,121464,1,12
White,Sergeant of Police,18,0,849,111474,4,7
Black,Police Officer,4,8,12675,93354,22,0
Black,Police Officer,5,4,17225,93354,0,3
White,Sergeant of Police,11,4,973,101442,148,2
Black,Police Officer,5,2,10395,87006,11,0
White,Police Officer,10,1,8729,85278,4,7
Hispanic,Police Officer as Detective,16,4,20555,100980,6,6
Hispanic,Sergeant of Police,19,8,1600,104628,22,7
Hispanic,Police Officer,9,2,8743,87006,34,1
Asian/Pacific,Police Officer,1,4,15285,87006,17,0
White,Police Officer as Detective,23,5,20266,102900,26,10
Hispanic,Police Officer,19,4,12457,90024,30,6
White,Police Officer,17,6,7259,90024,16,6
Hispanic,Police Officer as Detective,15,2,20333,91080,69,3
Black,"",0,0,8694,48078,0,0
White,Police Officer Assigned Latent Fingerprint Examiner,7,2,19870,98052,30,2
Black,Police Officer,16,5,19526,87384,12,3
Hispanic,Police Officer,0,0,18923,48078,0,0
Hispanic,"",0,0,18776,48078,0,0
White,Police Officer,6,4,14395,87006,58,1
White,Police Officer,3,0,15041,76266,13,0
Hispanic,"",1,0,7930,48078,0,0
White,Police Officer,18,2,10000,80724,5,5
Hispanic,Police Officer,1,0,10840,64992,26,0
White,Sergeant of Police,14,1,1204,102978,1,6
White,Sergeant of Police,13,9,1212,102978,8,3
White,Police Officer,5,0,14624,76476,0,3
Black,Police Officer,0,0,14200,76266,2,0
White,Police Officer,9,4,16878,87006,53,1
White,Police Officer,2,1,14558,80016,14,0
Hispanic,Police Officer,5,1,19913,80724,10,4
White,Police Officer,5,3,13116,83604,1,4
White,Police Officer,1,0,3157,80016,9,0
White,"",0,0,7528,48078,0,0
White,Police Officer,2,0,11579,72510,15,0
Asian/Pacific,Police Officer,0,0,17899,68616,4,0
Black,Police Officer,22,1,5646,92316,7,12
White,Police Officer,0,0,13967,48078,0,0
