,officer_id,avg_coaccusals,avg_years_on_force_at_incident,avg_age_at_incident,gender,avg_complaint_percentile,avg_disciplined_count,cohort_id,avg_allegation_severity,max_allegation_severity,compound,neg,neu,pos
79,111,6.11764705882353,6.882352941176472,41.882352941176464,0,78.6431,0.11764705882352942,2,9.386470588235294,15.51,-0.11333333333333334,0.06466666666666666,0.9353333333333333,0.0
82,114,2.4090909090909087,8.772727272727273,38.77272727272727,0,77.8503,0.13636363636363635,2,7.097272727272728,16.59,-0.352875,0.24325000000000002,0.68025,0.0765
85,117,1.8888888888888888,13.555555555555555,38.555555555555564,1,72.4896,0.2777777777777778,2,7.294444444444445,16.59,-0.6597,0.139,0.829,0.032
88,122,1.6666666666666667,14.166666666666664,47.16666666666666,1,58.54,0.5,3,7.805,16.59,-0.42283333333333334,0.18766666666666665,0.8123333333333332,0.0
89,124,10.470588235294116,14.0,42.0,1,62.0152,0.1764705882352941,2,6.976470588235294,20.52,-0.2553,0.1615,0.8385,0.0
90,126,2.333333333333333,25.66666666666667,47.66666666666666,1,36.4852,0.0,3,9.73,16.59,-0.4939,0.158,0.842,0.0
91,127,6.6,14.622222222222224,50.62222222222222,1,93.2386,0.11111111111111112,2,7.644222222222222,42.38,-0.8834,0.373,0.627,0.0
92,128,2.40625,8.1875,42.1875,1,91.5403,0.03125,2,6.1503225806451605,16.59,-0.47507142857142864,0.20342857142857143,0.6347142857142857,0.16185714285714287
94,130,2.6842105263157894,22.52631578947368,49.526315789473685,1,71.4838,0.05263157894736842,2,7.881052631578947,16.59,-0.41022500000000006,0.26975000000000005,0.7085,0.02175
96,133,2.0,29.25,58.25,0,41.8232,0.0,3,8.0625,16.59,-0.20916666666666664,0.13466666666666666,0.8113333333333334,0.05366666666666667
97,134,2.166666666666667,14.583333333333336,52.58333333333334,0,65.4427,0.3333333333333333,3,8.116666666666665,20.52,-0.6313,0.436,0.564,0.0
100,138,5.083333333333333,7.916666666666668,36.91666666666666,1,56.6811,0.0,2,8.214166666666666,17.67,-0.6475799999999999,0.308,0.6536,0.038400000000000004
101,139,3.0,36.0,59.0,1,25.0371,0.0,3,3.18,3.18,-0.3612,0.238,0.762,0.0
102,140,1.8461538461538465,8.461538461538463,32.46153846153846,1,53.8726,0.0,3,6.8730769230769235,14.73,-0.5774333333333334,0.26166666666666666,0.7236666666666668,0.014666666666666666
105,143,3.066666666666667,5.533333333333332,37.53333333333333,0,74.6819,0.06666666666666667,2,7.3420000000000005,20.52,-0.34,0.255,0.745,0.0
108,146,1.5,31.0,59.0,1,29.6429,0.0,3,11.51,13.42,-0.1531,0.162,0.714,0.123
109,147,3.444444444444444,6.0,32.0,1,44.3697,0.11111111111111112,2,10.802222222222223,16.59,-0.5922499999999999,0.3235,0.6375,0.0385
112,151,1.6666666666666667,1.6666666666666667,37.66666666666666,1,25.6467,0.0,3,7.393333333333333,8.22,-0.7096,0.2,0.748,0.052
113,152,1.870967741935484,10.258064516129034,34.25806451612903,1,88.2389,0.0967741935483871,2,7.79225806451613,16.59,-0.3983,0.20642857142857143,0.7311428571428571,0.06257142857142857
115,155,2.0,21.5,51.5,1,24.8464,0.0,3,11.445,16.59,-0.5408,0.283,0.546,0.171
116,156,2.875,9.625,32.625,1,90.7378,0.09375,2,9.4421875,20.52,-0.6744571428571428,0.3434285714285714,0.6191428571428571,0.03742857142857143
117,157,1.625,9.25,42.25,0,80.7229,0.041666666666666664,2,6.9520833333333325,16.59,-0.461575,0.15775,0.791,0.051000000000000004
120,164,2.272727272727273,10.545454545454543,33.54545454545455,0,48.1411,0.0,3,9.36181818181818,17.67,-0.484575,0.25575000000000003,0.7315,0.01275
124,170,3.25,7.75,31.75,1,65.8477,0.0,1,12.0475,16.59,-0.56052,0.2992,0.7008,0.0
127,174,1.0,1.0,31.0,0,43.9163,0.0,3,7.11,7.11,-0.5994,0.274,0.726,0.0
129,178,1.9210526315789476,15.13157894736842,42.131578947368425,1,90.1792,0.10526315789473684,2,9.068157894736842,20.52,-0.6708,0.2793333333333334,0.6880000000000001,0.03266666666666667
134,186,2.666666666666667,14.666666666666664,47.66666666666666,0,31.7145,0.16666666666666666,3,6.195,16.59,-0.7176,0.321,0.595,0.084
137,190,2.45,10.95,45.95,1,76.7812,0.1,2,7.166842105263157,16.59,-0.70005,0.30525,0.6825000000000001,0.01225
138,191,2.5714285714285716,12.761904761904766,38.76190476190476,1,91.9684,0.11904761904761905,2,8.702619047619047,16.59,-0.4625833333333333,0.18716666666666668,0.7735,0.03941666666666667
141,195,3.0,5.666666666666668,46.66666666666666,0,23.6406,0.0,3,13.19,16.59,0.0,0.0,1.0,0.0
142,196,2.416666666666667,20.33333333333333,49.33333333333334,1,55.7722,0.0,3,10.32333333333333,16.59,0.24695,0.0,0.9470000000000001,0.053
143,197,1.3333333333333333,14.388888888888891,39.388888888888886,1,66.7734,0.11111111111111112,2,4.237777777777778,16.59,-0.51046,0.2902,0.6862999999999999,0.0236
144,198,2.523809523809524,12.714285714285715,36.714285714285715,1,70.0126,0.047619047619047616,2,8.434285714285714,16.59,-0.31245,0.0695,0.907,0.0235
145,199,1.3703703703703705,9.592592592592592,44.5925925925926,0,79.3804,0.4814814814814815,3,6.497777777777777,15.0,-0.9517,0.4915,0.5085,0.0
146,200,16.4375,27.75,48.75,1,63.8865,0.1875,3,9.505625,17.67,-0.43629999999999997,0.20133333333333336,0.7760000000000001,0.022333333333333334
149,203,4.666666666666666,12.666666666666664,36.66666666666666,1,66.1075,0.0,1,10.804117647058824,17.67,-0.72146,0.2124,0.7626000000000001,0.025
150,204,2.625,8.25,32.25,1,42.9177,0.0,2,8.37625,16.59,-0.8572,0.309,0.6910000000000001,0.0
151,205,1.5,6.0,38.0,0,18.4785,0.0,3,3.68,6.3,-0.4588,0.176,0.824,0.0
156,213,1.5555555555555556,6.0,42.0,0,53.0778,0.0,3,7.444444444444445,15.0,-0.7799333333333333,0.34700000000000003,0.653,0.0
159,216,2.6,6.45,43.45,1,79.2289,0.0,2,8.115,16.59,-0.7663200000000001,0.2932,0.6791999999999999,0.027600000000000003
160,218,2.0,15.615384615384615,40.615384615384606,1,57.7818,0.3076923076923077,2,7.128461538461538,16.59,-0.3849,0.23233333333333336,0.7676666666666666,0.0
161,220,9.0,27.66666666666667,49.66666666666666,1,69.9834,0.11111111111111112,3,7.002777777777777,16.59,-0.6952,0.281,0.7190000000000001,0.0
163,223,1.5555555555555556,6.0,37.0,0,58.1907,0.22222222222222224,3,9.411111111111111,19.97,-0.4767,0.054,0.946,0.0
164,225,1.9565217391304348,17.91304347826087,44.91304347826087,1,81.5603,0.13043478260869568,2,5.060869565217391,13.42,-0.73616,0.2338,0.7556,0.0106
165,229,2.0,5.117647058823528,32.117647058823536,1,76.8675,0.05882352941176471,2,9.96,42.38,-0.6971,0.3135,0.6865,0.0
167,232,4.0,23.555555555555557,44.555555555555564,1,42.1513,0.0,2,11.584444444444445,17.67,-0.7906,0.273,0.727,0.0
169,235,27.57142857142857,13.428571428571427,40.42857142857143,1,40.9664,0.0,2,11.197142857142856,16.59,-0.7096,0.396,0.604,0.0
170,237,1.5263157894736843,6.684210526315789,39.68421052631579,0,87.0182,0.05263157894736842,2,10.384736842105264,16.59,-0.848,0.27949999999999997,0.6745,0.046
171,238,4.2,9.333333333333334,43.33333333333334,1,61.1517,0.0,1,11.002,16.59,-0.673125,0.23825,0.7250000000000001,0.03675
172,239,3.142857142857143,26.42857142857143,50.42857142857143,1,49.8055,0.0,2,9.028571428571427,16.59,-0.296,0.104,0.896,0.0
173,241,1.793103448275862,6.896551724137932,35.89655172413793,1,88.9381,0.20689655172413798,2,7.21,16.59,-0.4171888888888889,0.15155555555555555,0.8063333333333333,0.04211111111111111
175,243,2.583333333333333,11.5,40.5,1,76.4014,0.08333333333333333,2,11.05782608695652,16.59,-0.43194285714285724,0.30128571428571427,0.6829999999999999,0.015714285714285715
180,248,2.142857142857143,20.142857142857142,53.14285714285714,1,47.4745,0.0,3,9.324285714285713,16.59,-0.5267,0.216,0.784,0.0
182,250,1.3636363636363635,9.636363636363637,32.63636363636363,1,59.7493,0.1818181818181818,3,8.094545454545454,16.59,-0.3818,0.206,0.794,0.0
184,252,3.888888888888889,7.888888888888888,33.888888888888886,1,75.3926,0.11111111111111112,2,6.644444444444445,16.59,-0.713625,0.23375,0.7497499999999999,0.0165
187,256,2.125,6.333333333333332,30.33333333333333,1,84.3109,0.16666666666666666,2,9.567083333333331,17.67,-0.45517,0.2753,0.7091999999999999,0.0155
188,257,3.6875,4.75,39.75,1,70.2801,0.0,2,11.991875,17.67,-0.24486,0.12279999999999999,0.8772,0.0
189,258,11.117647058823527,6.8235294117647065,37.8235294117647,1,68.6485,0.11764705882352942,2,11.128823529411763,17.67,-0.8208,0.362,0.6272500000000001,0.01075
190,259,3.272727272727273,13.636363636363635,37.63636363636363,1,49.9043,0.09090909090909091,2,12.396363636363635,23.21,-0.579925,0.249,0.746,0.005
199,270,2.242424242424242,9.090909090909092,43.09090909090909,1,90.3748,0.0606060606060606,2,9.374848484848483,16.59,-0.5398428571428572,0.15985714285714286,0.815857142857143,0.02428571428571429
200,271,3.611111111111111,20.555555555555557,45.555555555555564,1,87.3782,0.0,2,13.373333333333331,16.59,-0.18430000000000002,0.1885,0.7145,0.097
202,274,2.142857142857143,7.142857142857142,54.14285714285714,1,49.266000000000005,0.2857142857142857,3,8.397142857142857,14.73,0.0,0.0,1.0,0.0
203,275,2.0,4.153846153846153,61.153846153846146,1,91.8608,0.0,2,7.865384615384614,17.67,-0.77625,0.28200000000000003,0.68475,0.0335
208,284,3.6,2.2,32.2,1,44.7572,0.2,2,12.112,16.59,-0.36755,0.1875,0.8125,0.0
215,293,2.666666666666667,11.666666666666664,44.66666666666666,0,21.2525,0.0,3,12.73,20.52,-0.2732,0.16,0.84,0.0
216,294,2.8666666666666667,9.733333333333333,41.73333333333333,1,93.4978,0.2,2,9.400666666666666,20.52,-0.8519,0.341,0.659,0.0
218,297,2.4,3.2,28.2,1,34.1638,0.0,3,19.846,42.38,-0.9001,0.448,0.552,0.0
220,300,1.647058823529412,12.117647058823529,41.117647058823536,0,68.2435,0.05882352941176471,3,8.185294117647059,16.59,-0.7602,0.3765,0.6234999999999999,0.0
225,306,2.2857142857142856,6.5,34.5,1,67.3646,0.0,2,8.403571428571427,16.59,-0.9022,0.421,0.579,0.0
228,311,2.25,18.75,47.75,1,28.7972,0.0,3,6.4225,9.6,0.0,0.0,1.0,0.0
229,312,2.2,9.266666666666667,33.266666666666666,0,64.9765,0.0,2,11.09,16.59,-0.6377833333333334,0.28683333333333333,0.6765,0.03683333333333333
232,319,3.9090909090909087,4.363636363636363,28.363636363636363,1,50.8846,0.0,2,10.942727272727272,16.59,-0.7783,0.148,0.852,0.0
236,323,3.75,19.916666666666668,41.91666666666666,1,52.0301,0.08333333333333333,3,7.399166666666666,17.67,-0.802,0.237,0.726,0.036
241,329,1.8,3.2,44.2,0,34.1932,0.0,2,3.1719999999999997,8.22,-0.46204999999999996,0.1635,0.8365,0.0
242,330,3.0,8.0,47.0,0,24.8676,0.0,3,24.34,42.38,-0.3612,0.294,0.706,0.0
247,337,2.5,9.125,38.125,0,49.1498,0.0,3,6.9625,13.42,-0.9062,0.322,0.678,0.0
248,338,2.3,4.5,36.5,1,56.1729,0.1,2,6.731,13.42,-0.90385,0.23650000000000002,0.7635000000000001,0.0
251,341,6.0,9.181818181818182,36.18181818181818,1,51.6106,0.09090909090909091,2,10.749090909090908,17.67,-0.8508,0.41133333333333333,0.5886666666666667,0.0
252,343,1.25,20.75,45.75,1,37.1707,0.5,3,6.48,8.22,-0.6847,0.2645,0.7355,0.0
255,346,11.294117647058824,9.529411764705884,49.529411764705884,1,70.365,0.5294117647058822,2,7.453529411764707,16.59,-0.8885,0.451,0.549,0.0
257,351,1.5555555555555556,10.111111111111109,51.111111111111114,1,76.4854,0.16666666666666666,3,7.624444444444444,23.21,-0.4275333333333333,0.18333333333333335,0.8166666666666668,0.0
263,360,1.5,21.83333333333333,47.83333333333334,1,52.6007,0.0,3,9.965,17.67,-0.27115,0.052,0.948,0.0
264,361,2.142857142857143,9.476190476190476,40.476190476190474,1,78.1014,0.19047619047619047,2,8.7185,16.59,-0.5726333333333334,0.27899999999999997,0.7083333333333334,0.012666666666666666
265,362,1.3333333333333333,24.66666666666667,50.66666666666666,1,47.0539,0.22222222222222224,3,6.105555555555556,9.56,-0.8377000000000001,0.27825,0.7112499999999999,0.0105
266,364,1.5357142857142856,6.2142857142857135,38.214285714285715,1,93.9686,0.10714285714285714,2,9.850714285714284,23.21,-0.7423,0.3672500000000001,0.62,0.013
267,366,4.571428571428571,7.571428571428571,31.57142857142857,1,76.0307,0.0,2,11.729523809523808,42.38,-0.291925,0.11,0.85175,0.03825
268,367,3.6666666666666665,7.666666666666668,31.66666666666667,1,24.9016,0.0,3,11.48333333333333,14.73,-0.868,0.541,0.459,0.0
270,372,2.7777777777777777,7.777777777777778,33.77777777777778,0,66.4323,0.05555555555555556,1,9.402222222222223,16.59,-0.77145,0.4285,0.5715,0.0
272,374,2.7777777777777777,3.555555555555556,37.555555555555564,1,49.5625,0.0,2,9.857777777777777,16.59,-0.85775,0.35250000000000004,0.6475,0.0
274,376,1.7037037037037035,9.037037037037038,33.03703703703704,0,82.0259,0.2962962962962962,2,7.274444444444445,20.52,-0.5561,0.2015,0.7565000000000001,0.042124999999999996
275,377,3.0,3.5,34.5,1,44.6754,0.0,3,8.60875,16.59,-0.58665,0.2665,0.7335,0.0
276,379,4.111111111111112,5.5555555555555545,35.555555555555564,1,68.7784,0.05555555555555556,2,12.461666666666666,17.67,-0.5842222222222223,0.23655555555555555,0.7634444444444444,0.0
277,380,2.2,27.3,49.3,1,63.6262,0.1,3,10.79,17.67,-0.6284666666666667,0.2356666666666667,0.7643333333333334,0.0
280,386,1.2857142857142856,4.285714285714286,31.285714285714285,0,50.3196,0.14285714285714285,2,7.17,16.59,0.11597500000000001,0.028749999999999998,0.9319999999999999,0.03925
281,387,3.1851851851851847,7.296296296296298,31.296296296296298,1,84.4561,0.07407407407407406,2,9.31962962962963,17.67,-0.56264,0.3036,0.6572,0.0392
283,389,1.6382978723404256,15.191489361702127,39.19148936170213,1,94.256,0.021276595744680847,2,8.050217391304349,17.67,-0.644,0.266,0.7101428571428572,0.023999999999999997
284,392,1.0,5.7142857142857135,46.714285714285715,0,44.9008,0.42857142857142855,3,6.1414285714285715,20.52,-0.6908,0.16,0.84,0.0
287,395,6.0588235294117645,8.470588235294116,35.470588235294116,1,72.374,0.0,2,8.965882352941176,16.59,-0.48395000000000005,0.16516666666666668,0.8253333333333334,0.0095
288,396,1.1428571428571428,11.857142857142858,40.857142857142854,1,63.6364,0.5714285714285714,3,7.692857142857144,16.59,-0.38355,0.09,0.91,0.0
289,397,2.8,4.1,26.1,1,91.2099,0.1,2,10.5995,16.59,-0.43426666666666663,0.14866666666666664,0.8450000000000001,0.006333333333333333
292,400,2.434782608695652,9.73913043478261,33.73913043478261,1,79.9129,0.04347826086956521,2,5.391304347826088,16.59,-0.661,0.46749999999999997,0.5035,0.029
296,405,1.75,8.916666666666666,38.91666666666666,0,55.6761,0.08333333333333333,3,6.743333333333333,16.59,-0.73115,0.2885,0.7115,0.0
298,407,3.428571428571429,5.5,32.5,1,61.5213,0.07142857142857144,2,7.42,16.59,-0.6588250000000001,0.22000000000000003,0.7495,0.030875
300,409,3.615384615384616,9.461538461538463,39.46153846153846,1,58.9773,0.0,2,9.536153846153846,16.59,-0.46855,0.1805,0.8195,0.0
303,417,4.291666666666666,20.75,44.75,1,78.8608,0.0,2,11.255833333333332,17.67,-0.5253555555555556,0.19333333333333333,0.7891111111111111,0.017666666666666667
306,420,2.741935483870968,9.258064516129034,40.25806451612903,1,91.096,0.03225806451612903,2,7.652580645161289,16.59,-0.57825,0.23025,0.7658750000000001,0.00375
307,421,1.6666666666666667,26.0,49.0,1,41.8857,0.3333333333333333,3,9.773333333333332,13.42,-0.8885,0.451,0.549,0.0
309,424,4.235294117647058,7.647058823529411,32.64705882352941,1,66.9252,0.0,2,8.772941176470589,16.59,-0.7747999999999999,0.2713333333333333,0.6973333333333334,0.03133333333333333
310,425,3.195121951219512,9.634146341463415,38.634146341463406,1,91.6783,0.0,1,11.932926829268292,16.59,-0.4146625,0.204625,0.7412500000000001,0.054
313,429,3.15,5.85,39.85,1,81.0745,0.1,2,10.634,20.52,-0.8139750000000001,0.35100000000000003,0.61625,0.03275
318,436,3.2,6.3,39.3,1,47.545,0.1,3,9.818999999999999,16.59,-0.9186,0.294,0.706,0.0
321,440,2.333333333333333,10.555555555555557,37.555555555555564,1,45.538999999999994,0.0,2,7.345555555555555,16.59,-0.7611,0.399,0.601,0.0
322,441,22.4375,19.25,45.25,1,71.3411,0.0625,2,6.458125,20.52,-0.6499666666666667,0.30066666666666664,0.6156666666666667,0.08366666666666667
325,445,1.5,24.5,48.5,1,37.3202,0.5,3,11.835,16.59,-0.7096,0.247,0.753,0.0
327,447,1.0,29.0,52.0,1,17.9189,1.0,3,7.66,7.66,-0.6249,0.267,0.733,0.0
332,454,1.0,32.833333333333336,53.83333333333334,1,67.1869,0.16666666666666666,3,3.715,16.59,-0.7110333333333333,0.4736666666666667,0.5263333333333334,0.0
334,459,1.5,25.25,49.25,1,71.5248,0.0,3,8.845,16.59,-0.6808,0.324,0.604,0.071
336,461,3.8666666666666663,7.6,46.6,1,66.4438,0.06666666666666667,2,15.284666666666666,42.38,-0.06451666666666667,0.08733333333333333,0.8780000000000001,0.034499999999999996
337,463,2.444444444444444,22.222222222222218,49.22222222222222,1,54.6358,0.0,2,10.174444444444445,16.59,-0.7351,0.211,0.789,0.0
344,473,1.6818181818181819,23.863636363636363,49.86363636363637,1,86.04299999999999,0.09090909090909091,2,10.04181818181818,16.59,-0.44697,0.22560000000000002,0.7344999999999999,0.039900000000000005
348,477,3.75,4.0,36.0,1,28.9481,0.0,2,14.3775,16.59,-0.09866666666666667,0.06533333333333334,0.9346666666666668,0.0
349,478,8.5,13.583333333333336,38.583333333333336,1,95.38799999999999,0.041666666666666664,2,9.929166666666665,16.59,-0.76985,0.247,0.7435,0.009
362,498,2.709677419354839,11.741935483870966,38.74193548387097,1,84.1962,0.0,2,8.940322580645162,16.59,-0.16463333333333333,0.046000000000000006,0.9540000000000001,0.0
366,502,4.142857142857143,11.714285714285715,37.714285714285715,0,36.1084,0.0,2,7.725714285714285,16.59,-0.2231,0.349,0.521,0.13
367,505,3.7142857142857135,8.714285714285714,35.714285714285715,1,57.1594,0.07142857142857144,2,10.427142857142856,16.59,-0.1531,0.052,0.948,0.0
370,508,3.2,25.8,48.8,1,47.6222,0.4,2,10.618,14.73,-0.6486,0.071,0.903,0.026
375,516,3.7647058823529407,10.882352941176471,33.882352941176464,1,63.8952,0.0,2,9.114117647058825,17.67,-0.38832500000000003,0.18275,0.7715,0.046
376,518,4.0,7.257142857142857,31.257142857142853,1,89.71,0.028571428571428567,2,11.580285714285713,17.67,-0.46862000000000004,0.2697,0.7263,0.004
377,519,3.074074074074074,7.37037037037037,30.37037037037037,1,82.6182,0.0,1,11.561923076923076,17.67,-0.5954444444444444,0.2798888888888889,0.5372222222222223,0.07177777777777777
381,526,8.0,7.5,36.5,0,25.915,0.0,3,7.26,8.22,-0.7096,0.396,0.604,0.0
382,529,2.678571428571429,21.75,48.75,0,88.4696,0.10714285714285714,2,6.471071428571428,17.67,-0.37388000000000005,0.119,0.8434000000000001,0.0378
389,537,1.6666666666666667,9.0,34.0,0,24.1756,0.0,3,6.52,8.22,-0.4215,0.149,0.851,0.0
391,540,1.5,2.5,39.5,0,29.9621,0.0,3,6.0,8.22,-0.7655,0.209,0.759,0.032
394,543,3.2,20.0,43.0,1,51.1584,0.0,3,14.45,16.59,-0.7717,0.329,0.617,0.053
395,545,1.1333333333333333,19.733333333333334,52.73333333333333,1,72.2305,0.1333333333333333,2,9.682,16.59,-0.61815,0.443,0.5569999999999999,0.0
398,550,1.6666666666666667,23.33333333333333,47.33333333333334,1,33.9277,0.0,3,6.973333333333333,8.22,-0.7424,0.3405,0.6595,0.0
401,556,3.428571428571429,24.142857142857146,48.14285714285714,1,56.3991,0.0,3,4.048571428571429,9.6,-0.7964,0.272,0.728,0.0
404,561,1.0,23.0,48.0,1,18.5563,0.0,3,6.3,6.3,-0.3612,0.152,0.848,0.0
405,563,2.625,3.875,35.875,1,46.4063,0.0,2,12.165,16.59,-0.51314,0.27020000000000005,0.717,0.0128
408,569,4.478260869565218,7.304347826086956,38.30434782608695,1,77.7043,0.0,2,9.579565217391304,16.59,-0.6866500000000001,0.2853333333333333,0.6816666666666666,0.03283333333333333
409,572,4.45,9.6,36.6,1,73.9559,0.05,2,11.6745,20.52,-0.48058000000000006,0.2528,0.7202,0.0268
410,573,1.0,28.5,49.5,1,35.8009,0.5,3,5.195,8.22,-0.8625,0.364,0.588,0.048
411,574,2.5,26.0,49.0,1,25.9483,0.0,2,5.185,9.6,-0.8689,0.302,0.698,0.0
412,575,4.4,11.3,35.3,1,45.6268,0.1,2,7.763999999999999,16.59,-0.04686666666666669,0.23666666666666666,0.742,0.021333333333333333
413,576,2.676470588235294,6.911764705882352,32.911764705882355,1,91.7581,0.029411764705882356,1,11.572647058823527,17.67,-0.43439999999999995,0.2445,0.718,0.0375
415,579,2.2698412698412698,12.079365079365079,36.079365079365076,1,97.054,0.11111111111111112,1,9.377301587301588,16.59,-0.6613636363636363,0.39099999999999996,0.5974545454545455,0.011545454545454546
417,581,3.5454545454545454,9.181818181818182,38.18181818181818,0,50.6247,0.0,2,8.53,16.59,-0.8301000000000001,0.283,0.6970000000000001,0.02
422,586,5.0,13.666666666666664,41.66666666666666,1,26.0263,0.0,2,6.63,9.6,-0.5994,0.308,0.692,0.0
424,588,1.7391304347826089,7.434782608695652,31.43478260869565,0,81.9762,0.17391304347826084,2,8.784090909090908,16.59,-0.559275,0.14825,0.8460000000000001,0.00575
426,591,3.333333333333333,7.476190476190476,29.476190476190478,1,71.7053,0.047619047619047616,2,10.252380952380951,16.59,-0.5321333333333333,0.17066666666666666,0.806,0.023333333333333334
428,593,1.0,31.0,54.0,1,34.4824,0.5,3,13.35,23.21,0.0,0.0,1.0,0.0
429,594,3.5,19.5,47.5,0,37.3545,0.5,3,15.005,16.59,-0.872,0.154,0.846,0.0
431,598,1.8181818181818183,11.909090909090908,46.90909090909091,1,64.9466,0.09090909090909091,2,4.233636363636364,7.66,-0.43125,0.285,0.715,0.0
438,611,1.4,5.6,41.6,0,25.627,0.2,3,7.216,17.67,-0.1531,0.143,0.729,0.128
439,613,1.6666666666666667,25.66666666666667,50.66666666666666,1,39.8888,0.0,3,4.456666666666666,6.3,-0.802,0.577,0.423,0.0
440,614,2.25,9.333333333333334,38.333333333333336,1,60.3304,0.0,3,7.485833333333333,16.59,-0.41525999999999996,0.19619999999999999,0.7622,0.0416
441,615,9.761904761904761,6.809523809523809,36.80952380952381,1,74.4999,0.19047619047619047,1,6.422380952380952,19.9,-0.6354,0.4605,0.5395,0.0
