gender,race,appointed_date,rank,birth_year,resignation_date,complaint_percentile,civilian_allegation_percentile,honorable_mention_percentile,internal_allegation_percentile,trr_percentile,allegation_count,sustained_count,civilian_compliment_count,current_badge,current_salary,discipline_count,honorable_mention_count,last_unit_id,major_award_count,trr_count,unsustained_count,has_unique_name
M,Black,12/18/2000,Police Officer,1970,,58.2935,64.695,73.2024,0,49.1036,8,0,2,6784,90024,0,15,23,0,2,2,TRUE
M,White,9/11/1967,Police Officer as Detective,1942,7/15/2002,31.4218,0,0,0,,3,0,0,,,0,0,,0,0,0,TRUE
F,Hispanic,9/26/2005,Police Officer,1969,,28.9863,28.538,73.5065,76.9384,55.2763,3,1,3,12952,87006,0,11,23,0,2,0,TRUE
M,White,11/20/1972,Lieutenant of Police,1946,5/15/2009,23.4588,0,53.8281,0,0,4,0,2,379,105276,0,5,17,0,0,3,TRUE
F,White,3/26/1990,Sergeant of Police,1947,3/31/2010,28.7192,37.4617,66.8473,0,0,4,0,0,971,93816,0,6,15,0,0,2,TRUE
M,White,8/31/2012,Police Officer,1985,,0,0,89.1613,0,98.9447,2,1,0,14529,84054,0,15,16,0,11,1,TRUE
M,Hispanic,9/8/1986,Police Officer,1961,6/7/2013,40.5023,52.8933,45.2891,0,50.5374,8,1,3,17029,86130,1,2,25,0,1,1,TRUE
M,Hispanic,7/14/1986,Commander,1963,,82.3087,61.9992,52.4016,0,63.0035,29,0,8,12,162684,0,8,5,1,4,16,TRUE
M,White,1/2/1992,Police Officer,1956,4/15/2017,50.1318,0,55.8172,0,0,10,0,2,,92430,0,7,13,0,0,9,TRUE
M,White,3/17/1997,Police Officer,1972,9/9/2009,92.395,92.6204,86.8898,0,60.1295,23,0,2,7597,70656,0,28,9,0,1,16,TRUE
M,Black,1/3/2005,Police Officer,1975,10/26/2005,,,,,,3,1,2,,40830,1,2,30,0,0,0,TRUE
F,Hispanic,12/5/2005,Police Officer,1971,,72.5727,76.7491,79.9819,0,91.8756,8,0,3,14342,87006,0,18,13,0,14,1,TRUE
M,Black,10/13/1986,Lieutenant of Police,1963,,77.7655,24.118,52.5763,0,38.9028,25,0,8,501,125190,0,7,151,2,1,15,TRUE
M,White,3/8/1999,Police Officer,1976,,39.0852,41.5139,80.6902,61.1521,49.1036,5,0,2,6410,90024,0,31,13,0,2,1,TRUE
F,White,12/7/1987,Police Officer,1963,1/15/2015,52.4469,0,39.0945,71.606,0,12,1,2,,92316,1,2,23,0,0,7,TRUE
M,White,6/25/2001,Police Officer,1972,9/18/2006,29.4015,39.5497,85.238,0,97.0433,1,0,4,5762,66924,0,2,2,0,6,0,TRUE
F,White,4/13/1981,Police Officer,1953,4/15/2010,49.7517,71.5944,58.9296,0,0,10,0,0,,83604,0,3,155,0,0,2,TRUE
M,Black,9/1/1958,Police Officer Assigned Latent Fingerprint Examiner,1933,11/10/1992,53.7844,,0,,,1,1,0,,,0,1,,0,0,0,TRUE
M,Black,7/11/1966,Police Officer,1944,6/15/2005,71.251,74.2374,0,87.7002,0,15,6,6,,74976,6,5,19,0,0,4,TRUE
F,Hispanic,11/18/1991,Police Officer as Detective,1964,,34.5191,47.638,52.987,0,0,6,0,2,20328,103932,0,6,215,0,0,1,TRUE
F,Hispanic,5/5/1997,Police Officer,1970,11/5/1997,,,,,,0,0,0,,,0,8,30,0,0,0,TRUE
M,Black,2/3/1986,Police Officer,1947,3/1/1986,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,White,6/1/1966,Captain of Police,1946,1/15/2009,0,0,60.9468,0,0,0,0,3,86,,0,7,17,0,0,0,TRUE
M,White,1/23/1961,Police Officer,1937,7/29/1989,0,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,Black,8/30/1982,Police Officer,1959,11/16/1987,,,0,,,2,1,2,,,1,3,4,0,0,1,TRUE
F,White,3/17/1997,Police Officer,1961,,46.2688,35.6089,31.7107,88.3297,38.9028,7,1,0,19304,93354,1,1,11,0,1,6,TRUE
M,White,11/18/1991,Police Officer as Detective,1969,,93.1222,79.7738,50.0857,88.3297,38.9028,40,2,1,20053,103932,2,5,208,0,1,23,TRUE
M,Black,4/1/1953,Police Officer as Detective,1925,6/16/1988,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,6/14/1971,Police Officer,1947,8/16/1999,45.4396,,0,,,4,1,4,,,1,0,2,0,0,2,TRUE
M,White,10/23/1972,Police Officer,1949,7/15/2006,81.4861,89.7713,71.1069,0,75.6446,22,0,1,4143,79152,0,3,,0,1,16,TRUE
F,White,11/30/1998,Sergeant of Police,1968,,74.4526,79.7738,81.7285,0,49.1036,14,1,3,1257,104628,0,34,15,0,2,3,TRUE
M,White,11/20/1972,Police Officer,1945,4/18/2005,28.3717,0,0,0,0,3,0,0,,74976,0,1,18,0,0,2,TRUE
F,White,3/4/1985,Sergeant of Police,1961,5/2/2016,42.1421,32.3749,63.9265,90.2731,38.9028,10,0,2,1343,111474,0,13,17,0,1,3,TRUE
M,Black,10/25/1971,Police Officer,1948,3/27/1984,,,0,,,0,0,0,,,0,5,15,0,0,0,TRUE
M,Hispanic,10/31/2012,Police Officer,1982,,84.288,86.8098,84.0411,0,92.8571,5,0,2,6430,84054,0,10,4,0,5,2,TRUE
M,White,3/16/2018,Police Officer,1996,,,,,,,,,,17601,,,,,,,,TRUE
M,White,1/17/2017,Police Officer,1990,,,,,,,0,0,0,13720,48078,0,0,,0,0,0,TRUE
M,White,12/2/2002,Police Officer,1978,,52.7492,60.3697,89.5236,0,67.911,6,0,6,16051,87006,0,46,20,0,5,0,TRUE
M,White,12/13/1993,Police Officer,1967,,84.735,86.3763,56.6937,79.9133,0,25,0,2,12106,93354,0,7,149,0,0,9,TRUE
M,White,4/26/1976,Sergeant of Police,1949,7/16/2001,56.9761,58.168,0,0,,8,2,1,,,2,2,23,0,0,3,TRUE
M,Hispanic,6/29/1992,Police Officer,1965,1/14/1997,98.3223,,0,,,17,0,0,,,0,3,16,0,0,14,TRUE
M,Hispanic,11/24/2003,Police Officer,1966,,42.123,50.8023,79.1442,0,63.0035,4,0,2,8638,87006,0,20,21,0,4,1,TRUE
M,White,5/6/1985,Sergeant of Police,1959,,34.8095,0,46.3402,0,0,7,0,8,,102978,0,5,151,0,0,4,TRUE
M,White,12/9/1947,Lieutenant of Police,1920,4/23/1983,,,0,,,0,0,4,,,0,4,8,0,0,0,TRUE
M,White,11/4/1996,Police Officer,1970,,96.7827,97.2095,76.1587,61.1521,72.1094,42,2,2,6719,93354,2,24,180,0,6,20,TRUE
M,White,8/22/1955,Police Officer as Detective,1927,6/16/1989,0,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,12/7/1992,Police Officer,1957,12/15/2014,88.8945,77.1147,60.6989,71.6395,48.0731,30,1,3,18309,88830,1,6,35,0,1,19,TRUE
M,White,3/2/1970,Police Officer,1944,5/16/1981,,,0,,,0,0,4,,,0,0,2,0,0,0,TRUE
M,White,4/26/1976,Police Officer,1950,7/15/2004,71.5044,84.3522,0,0,,15,2,3,,67326,2,9,5,1,0,9,TRUE
M,White,9/18/1961,Police Officer as Detective,1930,3/1/1989,0,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
F,Hispanic,10/30/2006,Police Officer,1972,,41.2823,50.2242,93.0006,0,74.5546,5,0,11,10986,87006,0,45,19,0,5,0,TRUE
M,White,10/1/1956,Police Officer,1929,6/15/1982,,,0,,,0,0,0,,,0,0,132,0,0,0,TRUE
M,White,9/25/2006,Police Officer,1981,,79.3741,70.59,94.5014,96.1032,95.291,9,1,4,16878,87006,1,53,5,1,17,1,TRUE
M,White,11/16/1955,,1920,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,TRUE
M,White,8/31/1998,Police Officer,1974,9/20/2001,40.8793,58.1402,0,0,,1,1,0,,,1,0,26,0,0,0,TRUE
M,White,9/1/1958,Police Officer,1929,6/6/1985,,,0,,,0,0,1,,,0,1,24,0,0,0,TRUE
M,Black,12/27/2018,Police Officer,1989,,,,,,,,,,3989,,,,,,,,TRUE
F,White,5/27/2014,Police Officer,1978,,0,0,84.5198,0,74.6454,0,0,0,16765,76266,0,7,3,0,1,0,TRUE
M,Native American/Alaskan Native,1/23/2006,Police Officer,1980,,93.1642,93.1832,98.3569,77.5513,86.6731,17,0,5,11877,87006,0,97,183,0,10,2,TRUE
M,White,8/30/1982,Sergeant of Police,1957,1/13/2012,64.5937,26.827,58.2221,0,0,16,4,0,,102978,3,4,83,0,0,6,TRUE
M,White,7/7/1997,Police Officer / Marine Officer,1967,,36.3914,41.5139,56.8749,0,0,5,0,14,14602,98052,0,6,42,0,0,2,TRUE
M,Hispanic,12/2/1996,Police Officer as Detective,1971,,88.3,88.5838,40.1139,0,0,25,2,3,20590,100980,2,2,208,0,0,15,TRUE
F,White,8/30/1982,Police Officer as Detective,1951,6/13/2007,39.0837,53.4585,0,0,0,6,0,1,,82008,0,0,215,0,0,2,TRUE
M,White,3/1/1965,Police Officer as Detective,1933,6/16/1989,0,,0,,,0,0,0,,,0,0,194,0,0,0,TRUE
M,White,12/16/1991,Police Officer,1969,,98.8193,98.3456,82.5727,0,63.0035,71,2,6,10354,96060,2,48,153,1,4,37,TRUE
F,White,2/19/1974,Police Officer as Detective,1951,6/15/2014,15.7445,26.761,0,0,0,1,0,2,,96444,0,0,215,0,0,0,TRUE
M,Black,1/25/1988,Police Officer,1955,4/15/2010,42.812,0,0,0,0,8,1,0,,81252,1,0,225,1,0,4,TRUE
F,Black,5/17/1993,Sergeant of Police,1967,,48.5537,0,38.1829,0,0,9,3,5,2349,107988,3,2,80,0,0,5,TRUE
M,White,5/31/1994,Police Officer,1958,,42.0809,41.5139,76.2234,61.1521,0,8,2,11,4563,93354,2,27,19,0,0,3,TRUE
F,White,8/11/1986,Police Officer as Detective,1961,1/15/2017,34.8095,47.638,34.9646,0,0,7,0,4,21097,102900,0,2,212,0,0,4,TRUE
M,Black,1/27/2003,Police Officer,1977,,99.0409,99.0034,94.6567,73.9286,89.1183,42,0,3,14800,87006,0,72,5,0,14,6,TRUE
M,White,8/22/1955,Sergeant of Police,1930,12/16/1986,,,0,,,0,0,0,,,0,0,232,0,0,0,TRUE
M,Hispanic,10/31/2005,Police Officer,1970,,95.8389,95.2412,94.6017,90.6069,96.386,21,0,4,12726,87006,0,59,5,1,21,2,TRUE
F,Black,2/5/2001,Police Officer,1965,,29.8919,38.9675,62.8263,0,49.1036,3,0,5,12591,90024,0,7,83,0,2,1,TRUE
M,White,2/1/1955,Police Officer,1921,3/23/1984,,,0,,,0,0,4,,,0,0,2,0,0,0,TRUE
M,Black,3/8/1976,Police Officer,1943,2/13/1991,85.3787,,0,,,3,3,2,,,3,3,4,0,0,0,TRUE
F,Black,12/22/1986,Police Officer (Per Arbitration Award),1964,,91.4103,24.118,40.3047,0,0,42,25,1,16613,100980,21,3,6,0,0,9,TRUE
M,Asian/Pacific,,,1935,,,,,,,1,0,0,,,0,0,,0,0,0,TRUE
F,White,8/11/1986,Police Officer (Per Arbitration Award),1964,,0,0,27.9005,0,0,0,0,1,5651,100980,0,1,36,0,0,0,TRUE
F,White,3/27/1991,Police Officer,1957,4/2/1991,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,White,11/29/1999,Police Officer,1974,,80.8605,81.8766,69.7416,0,75.2071,16,0,1,6742,90024,0,12,15,0,7,7,TRUE
M,Black,5/5/1997,Police Officer,1971,,89.7864,85.1455,45.6124,88.3297,49.1036,28,3,1,5532,90024,3,3,16,0,2,15,TRUE
M,White,11/17/1986,Police Officer as Detective,1963,,80.2453,41.5139,28.0493,0,0,27,1,3,20292,103932,1,1,215,0,0,20,TRUE
M,White,8/31/2015,Police Officer,1991,,,,91.0244,,,1,0,0,11064,72510,0,7,30,0,0,0,TRUE
M,White,6/1/1966,Sergeant of Police,1946,1/16/2000,52.8741,,0,,,6,1,0,,,1,0,40,0,0,2,TRUE
M,Black,12/1/1994,Police Officer,1972,,82.3889,65.6966,89.7273,79.9133,0,22,3,4,4446,87006,2,74,174,0,0,8,TRUE
M,Black,4/13/1987,Police Officer,1953,4/15/2010,79.5256,37.3193,0,0,57.4415,24,3,0,18327,81252,3,0,225,1,1,16,TRUE
M,White,1/30/1961,Police Officer,1932,7/8/1989,0,,0,,,0,0,1,,,0,6,7,0,0,0,TRUE
F,White Hispanic,7/27/2018,Police Officer,1986,,,,,,,,,,4193,,,,,,,,TRUE
M,Asian/Pacific,6/4/1973,Police Officer,1951,6/15/2004,18.6703,0,0,0,,1,0,0,,69264,0,2,153,0,0,1,TRUE
F,White,11/27/2006,Police Officer,1982,,41.5307,50.4385,80.3733,0,93.3621,3,0,1,15257,87006,0,17,12,0,14,0,TRUE
M,Black,5/16/2018,Police Officer,1981,,,,,,,,,,11591,,,,,,,,TRUE
M,Black,8/29/1966,Police Officer,1933,3/16/1993,0,,0,,,1,0,4,,,0,4,,0,0,1,TRUE
M,White,2/23/2015,Police Officer,1989,,0,0,89.8729,0,0,0,0,0,13032,76266,0,8,12,0,0,0,TRUE
F,White,7/19/1982,Sergeant of Police,1959,5/15/2012,40.7389,26.6,61.0685,0,0,8,1,4,1096,102978,1,5,164,0,0,3,TRUE
M,White,4/19/1965,Police Officer,1939,6/1/1995,0,,0,,,0,0,4,,,0,4,8,0,0,0,TRUE
M,Black,10/1/1954,Sergeant of Police,1927,3/2/1989,0,,0,,,0,0,0,,,0,0,52,0,0,0,TRUE
M,White,12/14/2012,Police Officer,1984,2/29/2016,95.1817,89.3014,89.7914,99.0981,99.4894,6,1,1,13986,74028,0,10,6,0,12,1,TRUE
F,White,10/31/2012,Police Officer,1983,,0,0,62.5611,0,0,0,0,0,,43104,0,2,30,0,0,0,TRUE
M,White,4/3/1972,Police Officer,1948,1/14/2011,38.2591,0,38.6822,0,54.8668,7,1,3,15817,88260,0,1,14,0,1,4,TRUE
F,Black,10/13/1986,Police Officer,1963,4/1/1992,93.79,,0,,,7,3,0,,,3,0,172,0,0,4,TRUE
M,White,9/19/1966,Police Officer,1942,10/13/1992,81.5462,,0,,,4,0,2,,,0,2,26,0,0,3,TRUE
M,Hispanic,7/12/1999,Police Officer,1966,,39.6049,41.5139,76.8218,61.1521,49.1036,5,0,3,17405,90024,0,22,21,0,2,2,TRUE
M,White,9/21/1953,Police Officer as Detective,1931,4/7/1987,,,0,,,0,0,1,,,0,0,212,0,0,0,TRUE
M,Hispanic,8/4/1997,Police Officer,1960,,80.444,83.7403,81.6315,61.1521,38.9028,18,1,6,12278,93354,1,35,8,0,1,6,TRUE
M,White,3/19/1973,Police Officer,1949,2/1/2001,39.7899,0,0,0,,5,3,2,,,3,5,17,0,0,0,TRUE
M,White,1/9/1961,Police Officer,1936,3/16/1993,0,,0,,,3,3,0,,,2,0,12,0,0,0,TRUE
F,Hispanic,2/14/1983,Police Officer,1955,7/12/1993,0,,0,,,0,0,1,,,0,2,18,0,0,0,TRUE
M,White,3/1/1957,Police Officer,1926,3/7/1989,0,,0,,,0,0,1,,,0,2,,0,0,0,TRUE
F,White,6/8/1981,Police Officer,1953,11/1/2008,28.4654,32.4652,69.5626,0,0,4,0,0,,78006,0,4,83,0,0,3,TRUE
M,White,5/29/2001,Sergeant of Police,1976,,74.3762,72.1846,81.5183,85.2153,56.6663,14,1,2,2621,104628,1,28,9,0,3,3,TRUE
F,White,9/9/1985,Police Officer,1955,9/14/2011,0,0,66.3193,0,0,0,0,0,,85278,0,7,15,0,0,0,TRUE
F,Black,2/17/1998,Police Officer,1956,,85.6521,72.3141,54.4814,79.9133,49.1036,21,3,4,15985,90024,3,5,25,0,2,8,TRUE
F,Black,6/21/1999,Sergeant of Police,1969,,22.437,29.7987,32.749,0,0,2,0,2,1091,104628,0,1,19,0,0,2,TRUE
M,White,3/8/1999,Police Officer,1962,3/12/1999,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
F,White,9/1/2010,Police Officer,1982,,27.3394,35.1754,88.4465,0,97.0328,1,0,3,6770,84054,0,20,25,0,12,0,TRUE
M,White,3/8/1976,Police Officer as Detective,1946,4/16/2002,26.1856,0,0,0,,2,0,1,,,0,0,200,0,0,0,TRUE
M,White,10/10/2000,Police Officer as Detective,1973,,52.9823,60.4893,69.2014,0,67.911,7,0,14,21436,97440,0,11,208,0,5,4,TRUE
M,White,5/27/2014,Police Officer,1982,,0,0,80.0239,0,0,0,0,0,16593,76266,0,5,26,0,0,0,TRUE
M,White,1/8/1968,Police Officer,1946,3/12/1990,0,,0,,,2,2,6,,,1,5,19,0,0,0,TRUE
M,White,12/13/1993,Police Officer,1959,,74.5252,35.6089,47.7892,61.1521,67.911,18,4,0,3287,93354,4,4,10,1,5,7,TRUE
M,Black,7/18/1966,Police Officer,1937,8/16/1988,,,0,,,0,0,1,,,0,6,7,0,0,0,TRUE
F,White,3/27/1991,Police Officer,1965,,26.2504,0,37.1737,0,0,4,1,4,10572,96060,1,2,17,1,0,3,TRUE
M,Hispanic,4/28/1969,Police Officer Assigned as Armorer,1938,10/28/2001,21.4069,0,0,0,,1,1,0,,,1,0,137,0,0,0,TRUE
M,Black,12/16/1985,Sergeant of Police,1954,12/30/2010,14.7782,0,0,64.6353,0,1,0,0,2130,99960,0,0,225,0,0,0,TRUE
M,Hispanic,8/5/1996,Police Officer,1969,,76.8675,72.3141,64.6246,79.9133,0,17,1,2,19098,93354,1,10,11,0,0,11,TRUE
F,White,5/17/1993,Sergeant of Police,1969,,48.5537,41.5139,56.3444,61.1521,0,9,1,4,1699,107988,1,7,21,0,0,3,TRUE
M,White,6/27/2016,Police Officer,1986,,,,90.7624,,,0,0,0,9287,68616,0,4,30,0,0,0,TRUE
M,Hispanic,11/16/2017,,1996,,,,,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,3/19/1973,Police Officer,1949,9/16/2001,84.3576,97.0697,0,97.4595,,21,1,1,,,1,1,14,0,0,17,TRUE
M,Black,12/12/2016,Police Officer,1992,,,,,,,0,0,0,17571,48078,0,0,,0,0,0,TRUE
M,Black,1/19/1970,Police Officer,1940,4/15/2003,19.5592,0,0,0,,1,0,0,,69264,0,2,35,0,0,1,TRUE
M,White,2/11/1980,Police Officer,1952,4/15/2010,75.2904,29.2269,58.2025,0,57.4415,23,4,1,12637,83604,4,3,24,0,1,15,TRUE
M,White,1/16/1961,Police Officer as Detective,1934,4/16/1992,0,,0,,,0,0,0,,,0,0,222,0,0,0,TRUE
M,White,3/1/1982,Police Officer,1951,2/1/1983,,,,,,0,0,2,,,0,3,30,0,0,0,TRUE
M,Black,4/28/2008,Police Officer,1972,,92.7897,93.8061,93.3111,0,82.3329,14,0,3,10924,84054,0,40,7,0,6,3,TRUE
F,White,10/16/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,5/1/1958,Police Officer,1932,4/1/1986,,,0,,,0,0,0,,,0,0,20,0,0,0,TRUE
M,Hispanic,12/12/2016,Police Officer,1986,,,,,,,1,0,0,17150,48078,0,0,,0,0,0,TRUE
M,Black,7/5/1994,Police Officer as Detective,1965,,53.7733,47.638,57.1207,0,0,10,1,2,21415,100980,0,7,212,0,0,1,TRUE
M,White,2/8/1955,Police Officer,1930,3/11/1993,0,,0,,,0,0,0,,,0,0,115,0,0,0,TRUE
F,White,3/8/1999,Police Officer,1972,7/16/2010,0,0,56.5875,0,0,0,0,1,,70656,0,2,21,0,0,0,TRUE
M,White,2/7/1966,Police Officer,1944,1/16/1999,25.1165,,0,,,1,0,0,,,0,0,42,0,0,1,TRUE
M,White,2/23/2015,Police Officer,1989,,0,0,83.3813,0,0,2,0,0,15673,76266,1,5,15,0,0,0,TRUE
M,Black,3/31/1986,Police Officer,1944,11/15/1986,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,Hispanic,10/5/2012,Police Officer,1985,,59.7684,65.3279,92.8583,0,89.0389,2,0,2,10962,84054,0,20,5,1,4,0,TRUE
M,White,5/16/1956,Police Officer / Mounted Patrol Officer,1929,5/19/1987,,,0,,,0,0,0,,,0,0,141,0,0,0,TRUE
M,White,2/19/1973,Police Officer,1951,2/15/2008,29.0834,0,0,81.8071,0,4,0,0,,80736,0,0,146,0,0,3,TRUE
F,White,7/14/1986,Police Officer,1963,,21.2525,0,40.0912,0,0,3,0,2,5422,96060,0,3,35,0,0,2,TRUE
M,White,10/10/1953,Sergeant of Police,1930,4/15/1986,,,0,,,0,0,0,,,0,0,133,0,0,0,TRUE
M,Black,1/30/1961,Sergeant of Police,1933,4/1/1986,,,0,,,0,0,0,,,0,0,22,0,0,0,TRUE
F,Unknown,,,,,,,,,,0,0,0,,101442,0,0,,0,0,0,TRUE
F,White Hispanic,8/27/2018,Police Officer,1983,,,,,,,,,,13672,,,,,,,,TRUE
F,White,5/11/1970,Police Officer as Detective,1939,7/25/1992,0,,0,,,0,0,0,,,0,0,52,0,0,0,TRUE
M,Black,10/13/1986,Police Officer,1953,1/24/2008,69.2451,42.3058,0,91.6199,75.7535,16,2,1,13537,75816,2,6,7,0,2,10,TRUE
M,Hispanic,8/4/1997,Police Officer,1972,8/3/2011,90.2489,89.3647,87.3328,75.58,71.2534,22,0,0,13252,77238,0,29,153,0,3,5,TRUE
F,Black,5/16/1975,Sergeant of Police,1944,3/1/1994,0,,0,,,0,0,0,,,0,0,80,1,0,0,TRUE
M,White,3/8/1976,Police Officer,1944,10/31/1997,0,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
F,White,9/2/1997,Police Officer,1963,,51.5341,35.6089,32.0827,61.1521,0,8,0,11,12787,90024,0,1,2,0,0,5,TRUE
M,White,7/5/1994,Police Officer Assigned Evidence Technician,1965,7/31/2017,68.9236,57.7487,84.8465,0,38.9028,16,1,5,7979,97080,1,52,171,0,1,7,TRUE
M,Black,,,1963,,,,,,,4,2,0,,,3,0,,0,0,2,TRUE
F,Hispanic,4/8/1985,Police Officer,1952,2/8/1993,93.5845,,0,,,9,2,0,,,2,0,20,0,0,5,TRUE
M,White,9/26/2005,Police Officer,1975,,95.0709,95.7046,99.6054,0,84.3016,20,1,4,15536,87006,0,147,175,1,9,3,TRUE
F,White,1/7/1954,Police Officer,1926,6/2/1985,,,0,,,0,0,0,,,0,0,146,0,0,0,TRUE
M,White,11/4/1963,Police Officer as Detective,1939,4/9/1996,41.1125,,0,,,2,0,0,,,0,0,208,0,0,0,TRUE
F,Black,8/27/1990,Captain of Police,1963,,25.8951,0,0,61.1521,0,4,2,12,10,122748,2,0,4,1,0,2,TRUE
M,Black,2/27/1967,Sergeant of Police,1939,5/1/1997,37.0977,,0,,,2,1,0,,,1,0,36,0,0,1,TRUE
M,White,12/2/1991,Police Officer / Explosives Detective Canine Handler,1949,11/12/2010,51.422,0,0,0,0,9,0,1,,82272,0,0,36,0,0,6,TRUE
M,Hispanic,10/30/2006,Police Officer,1976,,41.2823,39.715,95.999,78.6825,77.8736,3,0,15,7013,87006,0,63,19,0,6,0,TRUE
M,White,10/1/1956,Police Officer / Mounted Patrol Officer,1926,2/7/1989,0,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,Hispanic,12/14/2012,Police Officer,1985,,61.8547,67.655,75.2563,0,85.7483,2,0,0,10327,84054,0,5,11,0,3,0,TRUE
M,White,2/26/1962,Police Officer,1940,3/27/2001,33.8495,0,0,0,,3,2,1,,,1,2,20,0,0,0,TRUE
M,White,9/21/1953,Police Officer,1926,7/1/1990,84.1807,,0,,,1,1,0,,,1,3,,0,0,0,TRUE
F,Hispanic,5/26/1998,Police Officer,1963,,60.9797,61.9992,71.4688,79.9133,83.0024,13,1,3,19886,90024,0,15,21,0,10,3,TRUE
M,White,11/16/1955,Sergeant of Police,1922,4/4/1986,,,0,,,0,0,1,,,0,2,23,0,0,0,TRUE
M,White,4/1/1959,Police Officer,1933,1/22/1993,45.5979,,0,,,1,0,0,,,0,10,,0,0,1,TRUE
M,White,4/28/2003,Police Officer,1967,,72.6644,70.2611,94.6955,86.6653,0,11,2,1,15716,87006,2,71,16,0,0,2,TRUE
M,White,7/17/2017,,,,,,,,,0,0,0,8087,48078,0,0,,0,0,0,TRUE
M,White,9/27/1965,Police Officer as Detective,1944,7/6/1995,0,,0,,,0,0,1,,,0,0,221,0,0,0,TRUE
M,White,6/8/1964,Police Officer,1937,1/18/1994,61.7319,,0,,,4,0,0,,,0,1,149,0,0,2,TRUE
M,Asian/Pacific,,,1974,,,,,,,1,1,0,,,1,0,,0,0,0,TRUE
M,White,9/27/2018,Police Officer,1991,,,,,,,,,,6934,,,,,,,,TRUE
M,White,11/4/2013,Police Officer,1980,,0,0,75.0817,0,96.63,1,1,1,18472,80016,1,4,4,0,5,0,TRUE
F,White,3/18/1996,Police Officer,1968,,16.5641,0,31.2676,0,0,1,0,3,7604,93354,0,1,148,0,0,1,TRUE
M,White,5/1/1958,Police Officer,1929,7/1/1989,0,,0,,,0,0,0,,,0,1,,0,0,0,TRUE
M,White,9/29/2014,Police Officer,1987,,0,0,90.743,0,91.2686,1,0,0,15982,76266,0,10,16,0,2,0,TRUE
M,Black,1/3/1977,Police Officer,1955,8/16/1995,67.5328,,0,,,5,3,0,,,2,0,8,0,0,2,TRUE
M,White,9/6/1994,Police Officer,1970,,97.6692,97.8772,92.8648,0,72.1094,52,0,2,9207,93354,0,95,149,0,6,23,TRUE
M,White,9/11/2000,Police Officer,1955,,23.3999,32.639,72.1383,0,56.6663,2,0,15,11105,90024,0,14,19,0,3,0,TRUE
M,White,6/21/1999,Police Officer,1976,,77.8648,81.8766,95.4038,0,86.6844,17,0,3,16479,90024,0,97,175,1,12,3,TRUE
M,White,8/22/1955,Police Officer,1928,9/1/1981,,,0,,,0,0,0,,,0,0,114,0,0,0,TRUE
M,White,10/16/1967,Police Officer as Detective,1947,1/16/1998,55.3035,,0,,,5,0,0,,,0,0,215,0,0,4,TRUE
F,White,6/27/2016,Police Officer,1981,,,,72.6688,,,0,0,0,9764,68616,0,1,30,0,0,0,TRUE
M,White,6/4/1973,Police Officer,1948,9/6/2001,77.3327,72.4716,0,97.4873,,16,5,6,,,5,5,19,0,0,6,TRUE
M,White,3/19/1973,Police Officer,1950,4/24/1989,0,,0,,,2,0,6,,,0,5,19,0,0,2,TRUE
M,Black,3/8/1976,Police Officer,1947,3/4/2004,74.2909,77.3412,0,0,,18,3,0,,69264,3,5,,0,0,7,TRUE
M,White,9/1/1956,Sergeant of Police,1927,5/9/1989,0,,0,,,0,0,0,,,0,0,223,0,0,0,TRUE
M,White,2/1/1972,Police Officer,1947,2/16/1988,,,0,,,1,1,0,,,1,0,10,0,0,0,TRUE
F,Hispanic,3/16/2017,Police Officer,1994,,,,,,,0,0,0,12475,48078,0,0,,0,0,0,TRUE
M,Hispanic,3/9/2009,Police Officer,1981,,89.9354,86.8348,97.186,94.8475,90.9509,10,1,1,11733,84054,1,57,11,2,9,3,TRUE
M,White,5/2/1994,Lieutenant of Police,1966,,89.6909,65.6966,69.0494,61.1521,0,31,0,7,516,121464,0,15,153,1,0,14,TRUE
M,White,11/16/1955,Police Officer,1926,6/19/1986,,,0,,,0,0,0,,,0,2,13,0,0,0,TRUE
M,Black,3/16/1958,Police Officer,1927,7/1/1990,0,,0,,,0,0,1,,,0,0,,0,0,0,TRUE
M,White,12/14/1998,Police Officer,1965,3/15/2007,98.7566,98.0594,0,98.9616,69.9075,29,8,0,11423,66924,3,1,16,0,1,11,TRUE
F,Black,4/16/2018,Police Officer,1992,,,,,,,,,,5798,,,,,,,,TRUE
M,White,2/25/1946,Police Officer,1921,8/8/1982,,,0,,,0,0,0,,,0,0,34,0,0,0,TRUE
M,White,6/22/1964,Police Officer,1937,9/30/1996,0,,0,,,0,0,0,,,0,0,83,0,0,0,TRUE
